artist,song_name,golden_label,golden_dist,base1_dist,base2_dist,ours_dist
에디스(Edith),가까운 이상형,설렘&심쿵,"[0.2424, 0.5152, 0.0, 0.2121, 0.0, 0.0303]",[0.0682 0.1777 0.6425 0.0548 0.0331 0.0237],[0.0467 0.1846 0.6501 0.0532 0.0505 0.015 ],"[0.1818, 0.4545, 0.0606, 0.0303, 0.0909, 0.1818]"
후아유,좋아요 (feat. 그_냥),설렘&심쿵,"[0.0435, 0.5217, 0.3913, 0.0, 0.0, 0.0435]",[0.025  0.2006 0.6831 0.062  0.0175 0.0118],[0.0289 0.3092 0.5987 0.0327 0.0217 0.0088],"[0.087, 0.5217, 0.3478, 0.0435, 0.0, 0.0]"
오추프로젝트,내가 더 좋아해 (Album Ver.),설렘&심쿵,"[0.1579, 0.7368, 0.0, 0.1053, 0.0, 0.0]",[0.0444 0.489  0.2663 0.0248 0.1247 0.0508],[0.0362 0.3603 0.5149 0.0393 0.035  0.0143],"[0.3684, 0.3158, 0.0526, 0.0, 0.1579, 0.1053]"
훈스(Hoons),달달해,설렘&심쿵,"[0.069, 0.7586, 0.1379, 0.0345, 0.0, 0.0]",[0.0363 0.2501 0.6262 0.0511 0.0221 0.0141],[0.0325 0.2388 0.658  0.0359 0.0247 0.0102],"[0.1034, 0.2069, 0.4483, 0.1379, 0.0345, 0.069]"
오기쁨,입맞춰 줄래,설렘&심쿵,"[0.0833, 0.6667, 0.25, 0.0, 0.0, 0.0]",[0.0213 0.5894 0.3064 0.0217 0.042  0.0192],[0.0319 0.5026 0.4013 0.0276 0.0254 0.0112],"[0.0833, 0.5, 0.1667, 0.0, 0.0833, 0.1667]"
이가은,Deep,설렘&심쿵,"[0.3077, 0.3077, 0.0769, 0.3077, 0.0, 0.0]",[0.0275 0.4055 0.4362 0.0771 0.0366 0.017 ],[0.0169 0.5783 0.3214 0.0561 0.0188 0.0084],"[0.3077, 0.1538, 0.0769, 0.3846, 0.0769, 0.0]"
산들,내 안에 맴돌아,설렘&심쿵,"[0.28, 0.44, 0.2, 0.08, 0.0, 0.0]",[0.0179 0.2974 0.5993 0.0469 0.0278 0.0106],[0.0198 0.2842 0.6257 0.0458 0.0163 0.0082],"[0.24, 0.32, 0.24, 0.04, 0.16, 0.0]"
케이시,어느 햇살 좋은 날,설렘&심쿵,"[0.0714, 0.5, 0.0, 0.1429, 0.0, 0.2857]",[0.0492 0.3529 0.4718 0.0304 0.0604 0.0354],[0.0418 0.2974 0.5281 0.0427 0.0679 0.0222],"[0.1429, 0.0714, 0.1429, 0.0714, 0.1429, 0.4286]"
강민혁 (CNBLUE),별,설렘&심쿵,"[0.0, 0.9565, 0.0435, 0.0, 0.0, 0.0]",[0.0166 0.3482 0.5615 0.0386 0.0222 0.0129],[0.0173 0.2755 0.6236 0.0597 0.0158 0.0079],"[0.2609, 0.6087, 0.1304, 0.0, 0.0, 0.0]"
서호,That's Ordinary Love,설렘&심쿵,"[0.1538, 0.6154, 0.2308, 0.0, 0.0, 0.0]",[0.321  0.1227 0.0986 0.0691 0.2967 0.0919],[0.1425 0.0469 0.0479 0.1391 0.4757 0.1479],"[0.3077, 0.2308, 0.0769, 0.0769, 0.0769, 0.2308]"
볼빨간사춘기,Love Letter,설렘&심쿵,"[0.2143, 0.4643, 0.2857, 0.0, 0.0, 0.0357]",[0.0204 0.4988 0.3834 0.0537 0.0304 0.0132],[0.0186 0.472  0.4518 0.0329 0.0169 0.0076],"[0.1429, 0.3214, 0.3929, 0.0714, 0.0, 0.0714]"
송지은,똑 같아요,설렘&심쿵,"[0.375, 0.25, 0.0625, 0.0, 0.25, 0.0625]",[0.0421 0.2533 0.5329 0.1007 0.056  0.015 ],[0.0538 0.3458 0.4421 0.0657 0.0701 0.0224],"[0.3125, 0.375, 0.0, 0.0, 0.25, 0.0625]"
스텔라 장(Stella Jang),그대만 보여,설렘&심쿵,"[0.1212, 0.6667, 0.1212, 0.0909, 0.0, 0.0]",[0.0342 0.4061 0.4367 0.0622 0.0435 0.0174],[0.0333 0.3805 0.5093 0.0395 0.028  0.0094],"[0.1515, 0.5758, 0.1212, 0.0303, 0.0303, 0.0909]"
정용화(Jung Yong Hwa),넌 내게 반했어,설렘&심쿵,"[0.0625, 0.9062, 0.0312, 0.0, 0.0, 0.0]",[0.0298 0.4809 0.4109 0.0286 0.0275 0.0224],[0.0802 0.5513 0.2846 0.0166 0.0384 0.0289],"[0.1562, 0.5938, 0.0938, 0.0, 0.125, 0.0312]"
조유리,My Love,설렘&심쿵,"[0.2917, 0.6667, 0.0417, 0.0, 0.0, 0.0]",[0.1392 0.4455 0.1271 0.0207 0.1522 0.1153],[0.3088 0.2206 0.1135 0.0179 0.1909 0.1484],"[0.3333, 0.5, 0.0417, 0.0, 0.125, 0.0]"
Cosmic Boy,"Can I Love ? (Feat. 유라(youra), Meego)",설렘&심쿵,"[0.1111, 0.2963, 0.0741, 0.037, 0.2222, 0.2593]",[0.0546 0.4253 0.3121 0.0361 0.1376 0.0342],[0.0835 0.4134 0.3827 0.0313 0.0677 0.0214],"[0.2222, 0.2222, 0.0741, 0.0, 0.2222, 0.2593]"
ELO,OSAKA (Feat. ZICO),설렘&심쿵,"[0.122, 0.5854, 0.0, 0.2195, 0.0, 0.0732]",[0.071  0.1513 0.1223 0.5236 0.1021 0.0297],[0.0723 0.1449 0.0882 0.5442 0.1146 0.0358],"[0.1463, 0.1951, 0.3171, 0.0732, 0.1707, 0.0976]"
죠지,아껴줄게 (Prod. L-like),설렘&심쿵,"[0.3929, 0.5, 0.0, 0.0714, 0.0, 0.0357]",[0.0377 0.6114 0.2397 0.0249 0.0597 0.0265],[0.0345 0.5668 0.3371 0.0194 0.0285 0.0138],"[0.6071, 0.2143, 0.0357, 0.0, 0.0, 0.1429]"
pH-1,Nerdy Love (Feat. 백예린),설렘&심쿵,"[0.3793, 0.4483, 0.0, 0.1724, 0.0, 0.0]",[0.0152 0.1821 0.7062 0.0557 0.0277 0.0131],[0.0291 0.2282 0.6287 0.0807 0.0224 0.0108],"[0.2759, 0.3793, 0.069, 0.069, 0.1034, 0.1034]"
범키,Mine,설렘&심쿵,"[0.0189, 0.8302, 0.1132, 0.0, 0.0189, 0.0189]",[0.021  0.4606 0.4319 0.0408 0.0313 0.0144],[0.0203 0.5212 0.3863 0.0474 0.0165 0.0083],"[0.0377, 0.4528, 0.2453, 0.0943, 0.0755, 0.0943]"
heyden,let’s play tug,설렘&심쿵,"[0.2917, 0.6667, 0.0, 0.0, 0.0417, 0.0]",[0.057  0.1257 0.0951 0.5309 0.1603 0.0309],[0.0754 0.1097 0.09   0.5543 0.1354 0.0351],"[0.3333, 0.3333, 0.0, 0.0417, 0.1667, 0.125]"
프롬(Fromm),영원처럼 안아줘 (with 카더가든),설렘&심쿵,"[0.0667, 0.5333, 0.0, 0.0, 0.0, 0.4]",[0.2415 0.0582 0.022  0.0204 0.2405 0.4174],[0.2444 0.198  0.0533 0.0189 0.2723 0.2131],"[0.2667, 0.3333, 0.0667, 0.0, 0.0, 0.3333]"
선재 (snzae),home dance,설렘&심쿵,"[0.0, 0.3077, 0.0, 0.3077, 0.3846, 0.0]",[0.0413 0.1694 0.2843 0.3288 0.1512 0.025 ],[0.0842 0.1622 0.1629 0.4014 0.1614 0.0279],"[0.1538, 0.3846, 0.0, 0.0769, 0.3077, 0.0769]"
정진우,MOVIE (Feat. Rohann),설렘&심쿵,"[0.2857, 0.5714, 0.0714, 0.0714, 0.0, 0.0]",[0.0194 0.1885 0.7043 0.0306 0.0378 0.0193],[0.033  0.2269 0.6364 0.0489 0.0386 0.0162],"[0.1429, 0.4286, 0.0, 0.1429, 0.0, 0.2857]"
SUDI,"춤 (With EUNUK, Huiii)",설렘&심쿵,"[0.3333, 0.4444, 0.0, 0.0, 0.0556, 0.1667]",[0.0637 0.2515 0.4334 0.0904 0.1341 0.0269],[0.0398 0.2353 0.6145 0.0462 0.0481 0.0161],"[0.3889, 0.3889, 0.0556, 0.0, 0.1667, 0.0]"
디핵(D-Hack),TWINTAIL20,설렘&심쿵,"[0.35, 0.4, 0.0, 0.15, 0.0, 0.1]",[0.0355 0.4508 0.4033 0.0303 0.0545 0.0256],[0.0495 0.3293 0.5525 0.0269 0.0292 0.0126],"[0.2, 0.35, 0.15, 0.1, 0.0, 0.2]"
NS Yoon-G,설렘주의,설렘&심쿵,"[0.2222, 0.4889, 0.2444, 0.0222, 0.0222, 0.0]",[0.0242 0.3144 0.5343 0.0897 0.0209 0.0165],[0.0194 0.2655 0.6369 0.0509 0.0181 0.0091],"[0.2667, 0.3556, 0.2667, 0.0444, 0.0, 0.0667]"
Colde(콜드),마음대로,설렘&심쿵,"[0.1111, 0.3704, 0.1481, 0.3333, 0.0, 0.037]",[0.0221 0.4547 0.4075 0.0495 0.0428 0.0235],[0.0469 0.2017 0.5278 0.1316 0.0689 0.023 ],"[0.1111, 0.3704, 0.1111, 0.2222, 0.1111, 0.0741]"
OoOo(오넷),너는 어때?,설렘&심쿵,"[0.4, 0.0667, 0.0, 0.4667, 0.0667, 0.0]",[0.1244 0.5024 0.2033 0.0154 0.1064 0.0481],[0.0761 0.5085 0.3239 0.0204 0.0492 0.022 ],"[0.4667, 0.0, 0.0, 0.3333, 0.1333, 0.0667]"
선우정아(Sunwoojunga),구애 (求愛),설렘&심쿵,"[0.0, 0.7619, 0.0, 0.2381, 0.0, 0.0]",[0.1326 0.2474 0.417  0.0534 0.0913 0.0582],[0.1341 0.3416 0.3782 0.03   0.0849 0.0313],"[0.381, 0.381, 0.0, 0.2381, 0.0, 0.0]"
OuiOui(위위),too late,설렘&심쿵,"[0.125, 0.4062, 0.125, 0.25, 0.0312, 0.0625]",[0.0205 0.2331 0.5062 0.067  0.1459 0.0272],[0.0713 0.2646 0.4273 0.0915 0.1121 0.0332],"[0.3438, 0.125, 0.125, 0.2188, 0.1875, 0.0]"
Jimmy Brown,헤어지기 싫어,설렘&심쿵,"[0.2917, 0.375, 0.125, 0.125, 0.0833, 0.0]",[0.1472 0.1103 0.2693 0.036  0.3233 0.1139],[0.1545 0.1352 0.3728 0.0537 0.2194 0.0643],"[0.1667, 0.125, 0.2083, 0.25, 0.25, 0.0]"
로키드 (Lokid),"til I die, Ella",설렘&심쿵,"[0.1176, 0.6176, 0.0588, 0.0294, 0.0882, 0.0882]",[0.0787 0.3923 0.3007 0.0948 0.0914 0.0421],[0.069  0.4593 0.3085 0.0597 0.0795 0.024 ],"[0.2941, 0.0882, 0.1471, 0.2941, 0.0882, 0.0882]"
베이빌론 (Babylon),바보 (Feat. nafla) (Acoustic Ver.),설렘&심쿵,"[0.5, 0.0625, 0.0, 0.1875, 0.125, 0.125]",[0.1339 0.3212 0.2821 0.0186 0.1539 0.0902],[0.1959 0.2547 0.3957 0.0216 0.086  0.0462],"[0.4375, 0.0625, 0.0625, 0.1875, 0.1875, 0.0625]"
돕도지 (dopedozy),청혼 (feat. 김찬수 of 뮤라드(mullad)),설렘&심쿵,"[0.1765, 0.7647, 0.0588, 0.0, 0.0, 0.0]",[0.0333 0.1226 0.7006 0.1034 0.0259 0.0142],[0.0328 0.1685 0.6567 0.0954 0.0343 0.0123],"[0.2353, 0.3529, 0.3529, 0.0, 0.0, 0.0588]"
이아람,Cosmos (Feat. 조곤 of 오이스터),설렘&심쿵,"[0.2727, 0.7273, 0.0, 0.0, 0.0, 0.0]",[0.0169 0.3507 0.5471 0.0431 0.0285 0.0139],[0.0356 0.389  0.4992 0.0279 0.0365 0.0118],"[0.0909, 0.7273, 0.0, 0.0, 0.0909, 0.0909]"
백예린,lovelovelove,설렘&심쿵,"[0.0256, 0.8205, 0.0769, 0.0256, 0.0, 0.0513]",[0.0764 0.0848 0.1245 0.048  0.5952 0.0712],[0.1835 0.1151 0.2408 0.091  0.3144 0.0552],"[0.4103, 0.2821, 0.0769, 0.0, 0.0769, 0.1538]"
JUNNY(주니),MOVIE,설렘&심쿵,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",[0.023  0.2584 0.562  0.1156 0.0282 0.0128],[0.0275 0.2447 0.5933 0.0987 0.0267 0.0091],"[0.2, 0.0, 0.4, 0.1, 0.3, 0.0]"
10CM,Please Don't Stop Your Singing,설렘&심쿵,"[0.25, 0.5, 0.0833, 0.0, 0.0833, 0.0833]",[0.0215 0.4006 0.4841 0.0286 0.0466 0.0186],[0.0335 0.4334 0.4645 0.0236 0.0316 0.0134],"[0.0, 0.4167, 0.3333, 0.0833, 0.1667, 0.0]"
멜로망스(MeloMance),부끄럼,설렘&심쿵,"[0.3077, 0.5385, 0.0769, 0.0385, 0.0385, 0.0]",[0.0198 0.1983 0.6958 0.0432 0.0297 0.0132],[0.0492 0.3595 0.4785 0.0379 0.0557 0.0192],"[0.1538, 0.3077, 0.2308, 0.0385, 0.1154, 0.1538]"
샘김(Sam Kim),It's You (Feat. ZICO),설렘&심쿵,"[0.0638, 0.4043, 0.0426, 0.3191, 0.0213, 0.1489]",[0.0274 0.4103 0.4602 0.0466 0.0422 0.0134],[0.0706 0.3795 0.4051 0.0603 0.0662 0.0184],"[0.1489, 0.2553, 0.1064, 0.2553, 0.1064, 0.1277]"
폴킴(Paul Kim),사랑은 타이밍,설렘&심쿵,"[0.1538, 0.5385, 0.0769, 0.2308, 0.0, 0.0]",[0.2937 0.2503 0.2212 0.0172 0.1252 0.0924],[0.4181 0.188  0.0955 0.0162 0.1175 0.1647],"[0.2308, 0.4615, 0.2308, 0.0, 0.0769, 0.0]"
빌리어코스티,봄날에 눈이 부신,설렘&심쿵,"[0.0588, 0.5294, 0.2353, 0.0588, 0.0588, 0.0588]",[0.0171 0.4461 0.4601 0.0227 0.0357 0.0182],[0.0222 0.5309 0.3813 0.0278 0.0259 0.012 ],"[0.2353, 0.4706, 0.1765, 0.0, 0.1176, 0.0]"
CHEEZE(치즈),Be There,설렘&심쿵,"[0.1875, 0.25, 0.5, 0.0, 0.0, 0.0625]",[0.1004 0.5473 0.1854 0.0162 0.098  0.0527],[0.0937 0.589  0.2132 0.0143 0.0572 0.0326],"[0.125, 0.4375, 0.375, 0.0, 0.0, 0.0625]"
이진이,사랑하기 참 좋은 날,설렘&심쿵,"[0.2105, 0.5789, 0.1579, 0.0, 0.0, 0.0526]",[0.0146 0.546  0.3631 0.0273 0.0337 0.0153],[0.0228 0.6643 0.2632 0.0181 0.021  0.0106],"[0.1579, 0.3158, 0.2632, 0.1579, 0.0526, 0.0526]"
Hoody (후디),D-day (Feat. 기리보이),설렘&심쿵,"[0.0952, 0.7143, 0.0476, 0.0952, 0.0476, 0.0]",[0.0243 0.3801 0.4881 0.0545 0.0339 0.0191],[0.0303 0.4776 0.4118 0.0346 0.0326 0.0132],"[0.1905, 0.5238, 0.1429, 0.0476, 0.0952, 0.0]"
비오(B.O.),She is mine (Feat. 베이식),설렘&심쿵,"[0.0526, 0.8772, 0.0351, 0.0175, 0.0, 0.0175]",[0.019  0.6169 0.2619 0.0449 0.0416 0.0157],[0.037  0.5039 0.3631 0.0507 0.0333 0.012 ],"[0.1579, 0.3333, 0.2456, 0.0877, 0.0526, 0.1228]"
페노메코(PENOMECO),JAJA,설렘&심쿵,"[0.037, 0.6667, 0.1481, 0.1111, 0.0, 0.037]",[0.0316 0.2584 0.5149 0.1135 0.0651 0.0164],[0.0386 0.2573 0.5711 0.0862 0.0346 0.0121],"[0.1111, 0.1852, 0.2963, 0.2593, 0.1111, 0.037]"
PERC%NT,Canvas Girl (Feat. 최자 of 다이나믹 듀오),설렘&심쿵,"[0.027, 0.8378, 0.1081, 0.0, 0.0, 0.027]",[0.0159 0.374  0.5031 0.051  0.0409 0.0152],[0.0242 0.2535 0.6338 0.0589 0.0215 0.0081],"[0.1081, 0.5676, 0.1081, 0.0541, 0.0811, 0.0811]"
쟈코비,한강 (prod. 웅킴),설렘&심쿵,"[0.2174, 0.6522, 0.087, 0.0, 0.0435, 0.0]",[0.0189 0.3767 0.5302 0.0331 0.0281 0.0129],[0.0202 0.3088 0.6067 0.0374 0.0185 0.0084],"[0.087, 0.5217, 0.087, 0.1304, 0.1304, 0.0435]"
미노이(meenoi),못참아! (Feat. 로꼬),설렘&심쿵,"[0.5714, 0.1905, 0.0476, 0.1905, 0.0, 0.0]",[0.0217 0.1911 0.6835 0.0523 0.0311 0.0202],[0.0263 0.1851 0.6978 0.0527 0.0271 0.0111],"[0.3333, 0.0476, 0.0476, 0.4762, 0.0952, 0.0]"
서사무엘(Samuel Seo),Off You,설렘&심쿵,"[0.0769, 0.6923, 0.1538, 0.0769, 0.0, 0.0]",[0.0233 0.2606 0.5573 0.0348 0.1028 0.0213],[0.0296 0.2819 0.6037 0.0411 0.0331 0.0107],"[0.1538, 0.1538, 0.3846, 0.2308, 0.0769, 0.0]"
PL(피엘),ON-AIR (Feat. PLUMA),설렘&심쿵,"[0.1818, 0.7273, 0.0909, 0.0, 0.0, 0.0]",[0.0442 0.3213 0.3922 0.1489 0.0754 0.018 ],[0.0925 0.2675 0.3621 0.1515 0.1055 0.0209],"[0.0682, 0.6364, 0.0455, 0.0909, 0.0682, 0.0909]"
vvav (웨이브),So In Love (Feat. Filipe Santos),설렘&심쿵,"[0.1538, 0.6923, 0.1154, 0.0, 0.0385, 0.0]",[0.083  0.1368 0.1277 0.3929 0.2235 0.0361],[0.1158 0.1418 0.1074 0.3856 0.2127 0.0368],"[0.2308, 0.1538, 0.0385, 0.3077, 0.1923, 0.0769]"
Myle.D,Chill with you (Feat. Chawoo),설렘&심쿵,"[0.0, 0.7838, 0.2162, 0.0, 0.0, 0.0]",[0.0504 0.1601 0.6043 0.138  0.0329 0.0144],[0.051  0.2418 0.515  0.1212 0.0555 0.0155],"[0.1081, 0.5405, 0.2162, 0.0541, 0.027, 0.0541]"
정바스(J.Bass),"닮아 (With 슬로(Sllo), 제이형 Of 타코앤제이형)",설렘&심쿵,"[0.0, 0.8077, 0.1538, 0.0, 0.0, 0.0385]",[0.0195 0.3497 0.5281 0.0398 0.0498 0.0131],[0.0358 0.3293 0.535  0.0499 0.0387 0.0113],"[0.2308, 0.5385, 0.0769, 0.0, 0.0769, 0.0769]"
맥케이(McKay),Angel 2 Me (duet with Jeff Bernat),설렘&심쿵,"[0.0, 0.8, 0.08, 0.04, 0.0, 0.08]",[0.0866 0.1624 0.1689 0.3165 0.227  0.0387],[0.1299 0.1575 0.1367 0.3385 0.1979 0.0396],"[0.2, 0.28, 0.08, 0.12, 0.08, 0.24]"
Anonymous Artists(어나니머스 아티스트),Its the Love (Art. Aden (에이든)),설렘&심쿵,"[0.0952, 0.9048, 0.0, 0.0, 0.0, 0.0]",[0.0254 0.3201 0.4984 0.0429 0.0965 0.0168],[0.0707 0.327  0.36   0.103  0.1139 0.0255],"[0.1429, 0.5238, 0.0476, 0.0, 0.2381, 0.0476]"
수우 (soowoo),what should I do (Feat. dori),설렘&심쿵,"[0.1429, 0.381, 0.2857, 0.0, 0.0, 0.1905]",[0.0731 0.2419 0.3963 0.137  0.1012 0.0504],[0.0352 0.2266 0.6555 0.0395 0.0297 0.0135],"[0.0476, 0.0476, 0.6667, 0.0, 0.0, 0.2381]"
정기고(Junggigo),말하자면 (Feat. Hoody) (Prod. Primary),설렘&심쿵,"[0.2941, 0.7059, 0.0, 0.0, 0.0, 0.0]",[0.0835 0.371  0.3727 0.0365 0.1045 0.0318],[0.0824 0.3117 0.4311 0.064  0.0832 0.0277],"[0.0588, 0.5294, 0.0, 0.2353, 0.1765, 0.0]"
Colde(콜드),It's You,설렘&심쿵,"[0.1818, 0.6818, 0.0455, 0.0909, 0.0, 0.0]",[0.0343 0.2852 0.5    0.0752 0.0865 0.0188],[0.0742 0.3588 0.2805 0.1414 0.12   0.0251],"[0.1364, 0.4545, 0.1364, 0.0455, 0.2273, 0.0]"
죠지,let's go picnic,설렘&심쿵,"[0.0, 0.9474, 0.0526, 0.0, 0.0, 0.0]",[0.0388 0.5605 0.2397 0.0252 0.0971 0.0386],[0.0357 0.6754 0.2148 0.0201 0.037  0.0169],"[0.3684, 0.5263, 0.1053, 0.0, 0.0, 0.0]"
청춘학개론,설레임,설렘&심쿵,"[0.0, 0.4, 0.6, 0.0, 0.0, 0.0]",[0.0283 0.6594 0.2355 0.0251 0.0302 0.0216],[0.0191 0.702  0.2443 0.0129 0.0141 0.0075],"[0.1, 0.3, 0.5, 0.0, 0.0, 0.1]"
볼빨간사춘기,#첫사랑,설렘&심쿵,"[0.3913, 0.3043, 0.1739, 0.1304, 0.0, 0.0]",[0.0297 0.272  0.6213 0.0403 0.0214 0.0153],[0.0615 0.287  0.5354 0.0625 0.0386 0.015 ],"[0.2609, 0.2609, 0.1739, 0.087, 0.1739, 0.0435]"
에이프릴(APRIL),M.F.B.F. (내 미래의 남자친구에게),설렘&심쿵,"[0.1905, 0.4762, 0.2857, 0.0476, 0.0, 0.0]",[0.0247 0.1972 0.6907 0.0523 0.0207 0.0144],[0.0268 0.275  0.6317 0.0349 0.0221 0.0096],"[0.5238, 0.0, 0.4286, 0.0476, 0.0, 0.0]"
러비 (LOVEY),캠퍼스 로망스 (feat. 기리보이),설렘&심쿵,"[0.4286, 0.25, 0.0, 0.25, 0.0714, 0.0]",[0.0546 0.1469 0.6248 0.0416 0.1064 0.0258],[0.0727 0.108  0.4387 0.2225 0.1252 0.033 ],"[0.1786, 0.1786, 0.0357, 0.2143, 0.3929, 0.0]"
21학번,자연스러운 만남 추구,설렘&심쿵,"[0.2083, 0.5833, 0.0833, 0.125, 0.0, 0.0]",[0.0949 0.4801 0.3248 0.0189 0.0472 0.0341],[0.0654 0.4093 0.4582 0.0173 0.0318 0.018 ],"[0.375, 0.2917, 0.25, 0.0833, 0.0, 0.0]"
브로콜리너마저,속좁은 여학생,설렘&심쿵,"[0.25, 0.0, 0.3, 0.05, 0.0, 0.4]",[0.2662 0.0367 0.0155 0.0177 0.2922 0.3717],[0.3276 0.0305 0.0161 0.0135 0.2685 0.3438],"[0.0, 0.0, 0.3, 0.05, 0.0, 0.65]"
가을방학,인기 있는 남자애,설렘&심쿵,"[0.1429, 0.1429, 0.0, 0.4286, 0.2857, 0.0]",[0.047  0.2561 0.5389 0.1047 0.0419 0.0115],[0.0582 0.198  0.4781 0.1894 0.0556 0.0205],"[0.0, 0.4286, 0.0, 0.2857, 0.2857, 0.0]"
정은지,소녀의 소년,설렘&심쿵,"[0.2432, 0.4865, 0.1892, 0.0, 0.027, 0.0541]",[0.1498 0.2771 0.2687 0.0214 0.225  0.0581],[0.2162 0.2188 0.2664 0.0369 0.2072 0.0545],"[0.5405, 0.1081, 0.1622, 0.0541, 0.0541, 0.0811]"
21학번,완전 내 스타일,설렘&심쿵,"[0.0588, 0.7941, 0.0588, 0.0588, 0.0, 0.0294]",[0.0209 0.2276 0.6834 0.0395 0.0162 0.0124],[0.0284 0.3092 0.6016 0.0276 0.0216 0.0115],"[0.0588, 0.4706, 0.2647, 0.1176, 0.0, 0.0882]"
VIXX(빅스),사랑인걸까?,설렘&심쿵,"[0.0, 0.7857, 0.2143, 0.0, 0.0, 0.0]",[0.0135 0.281  0.6236 0.0356 0.0325 0.0138],[0.026  0.364  0.5412 0.0376 0.0227 0.0085],"[0.1429, 0.2143, 0.3571, 0.2143, 0.0, 0.0714]"
허니스트(HONEYST),알다가도 모르겠어,설렘&심쿵,"[0.5, 0.2083, 0.0417, 0.2083, 0.0417, 0.0]",[0.2074 0.1605 0.0918 0.0149 0.3988 0.1266],[0.1474 0.1617 0.3832 0.1107 0.1518 0.0452],"[0.4583, 0.25, 0.0833, 0.0417, 0.1667, 0.0]"
써니힐(Sunny Hill),두근두근(2022 Ver.),설렘&심쿵,"[0.1875, 0.6875, 0.0625, 0.0625, 0.0, 0.0]",[0.0206 0.299  0.6037 0.0471 0.0171 0.0126],[0.02   0.3978 0.4993 0.0519 0.0201 0.0109],"[0.125, 0.5, 0.25, 0.0625, 0.0, 0.0625]"
윤시윤,사귀고 싶어,설렘&심쿵,"[0.2941, 0.5882, 0.0, 0.1176, 0.0, 0.0]",[0.0251 0.3867 0.5245 0.0221 0.0259 0.0158],[0.0328 0.2597 0.6061 0.053  0.0339 0.0144],"[0.1765, 0.4118, 0.1176, 0.1176, 0.1765, 0.0]"
세븐틴(SEVENTEEN),사랑쪽지 (Love Letter),설렘&심쿵,"[0.2258, 0.6774, 0.0645, 0.0323, 0.0, 0.0]",[0.0294 0.2256 0.6285 0.0537 0.0439 0.0188],[0.0318 0.306  0.569  0.0466 0.0335 0.0131],"[0.1613, 0.4194, 0.0323, 0.0968, 0.1613, 0.129]"
그_냥,서투른 고백,설렘&심쿵,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",[0.0268 0.5905 0.2949 0.0244 0.038  0.0253],[0.0527 0.626  0.2372 0.0185 0.0389 0.0266],"[0.1667, 0.75, 0.0, 0.0, 0.0, 0.0833]"
케이윌,오늘부터 1일 (Day 1),설렘&심쿵,"[0.12, 0.88, 0.0, 0.0, 0.0, 0.0]",[0.0199 0.2099 0.6734 0.0586 0.0268 0.0114],[0.0327 0.2049 0.675  0.0467 0.0298 0.0107],"[0.04, 0.6, 0.04, 0.08, 0.12, 0.12]"
10CM,비밀연애,설렘&심쿵,"[0.0, 0.5556, 0.4444, 0.0, 0.0, 0.0]",[0.0194 0.4017 0.5042 0.0263 0.0331 0.0153],[0.0241 0.418  0.4795 0.0367 0.0304 0.0113],"[0.1111, 0.3333, 0.1111, 0.0, 0.0, 0.4444]"
문빛(Moonbit),레드 카펫,설렘&심쿵,"[0.0455, 0.7273, 0.1818, 0.0455, 0.0, 0.0]",[0.0205 0.6214 0.2945 0.0229 0.0272 0.0135],[0.0189 0.7263 0.2124 0.0143 0.0186 0.0094],"[0.4091, 0.2273, 0.1364, 0.0909, 0.1364, 0.0]"
박경,보통연애 (Feat. 박보람),설렘&심쿵,"[0.2105, 0.4737, 0.2105, 0.1053, 0.0, 0.0]",[0.0192 0.2338 0.6467 0.0588 0.0321 0.0094],[0.0296 0.1971 0.6125 0.1118 0.0376 0.0114],"[0.0, 0.1579, 0.2105, 0.5789, 0.0526, 0.0]"
AKMU(악뮤),Give Love,설렘&심쿵,"[0.0, 0.4348, 0.0652, 0.2826, 0.0217, 0.1957]",[0.0278 0.3473 0.5312 0.0512 0.0242 0.0184],[0.032  0.3878 0.5021 0.0393 0.0261 0.0128],"[0.087, 0.3043, 0.1522, 0.2826, 0.0652, 0.1087]"
여자친구(GFRIEND),Vacation,설렘&심쿵,"[0.2647, 0.4412, 0.2941, 0.0, 0.0, 0.0]",[0.0501 0.3172 0.5221 0.0254 0.0628 0.0224],[0.1013 0.3289 0.4294 0.0282 0.0853 0.027 ],"[0.2941, 0.2647, 0.3235, 0.0294, 0.0882, 0.0]"
요조,두근두근 여름날,설렘&심쿵,"[0.125, 0.6667, 0.0833, 0.0833, 0.0, 0.0417]",[0.0231 0.6287 0.254  0.0246 0.0463 0.0233],[0.0209 0.6916 0.2311 0.0187 0.0241 0.0137],"[0.25, 0.4583, 0.1667, 0.0, 0.0417, 0.0833]"
어쿠스틱 콜라보(Acoustic Collabo),수줍은 내사랑,설렘&심쿵,"[0.5714, 0.381, 0.0476, 0.0, 0.0, 0.0]",[0.1909 0.4461 0.2518 0.0157 0.0502 0.0454],[0.0983 0.3037 0.5163 0.0234 0.0398 0.0184],"[0.4762, 0.2381, 0.0476, 0.0, 0.1905, 0.0476]"
소란(SORAN),너를 보네 (feat. 권정열 of 10cm),설렘&심쿵,"[0.3333, 0.5926, 0.037, 0.0, 0.0, 0.037]",[0.0163 0.1881 0.7282 0.0378 0.0198 0.0098],[0.0212 0.1812 0.7024 0.0607 0.0243 0.0102],"[0.2593, 0.6296, 0.0, 0.0, 0.1111, 0.0]"
