lyric,Emotion
여신 어디갔어? 남신 어디갔어? 눈씻고 찾아도 사진속 주인공은 없어 참을만큼 참았어 난 갈때까지 갔어 내 님은 어디에? 서울 대전 대구 부산,0
살아있네 살아있어 살아있네 살아있어 우뚝솟은 니콧대가 살아있네 살아있어 살아있네 살아있어 살아있네 살아있어 터질듯한 애교살이 살아있네 살아있어 살아있네 살아있어 살아있네 살아있어 니신발에 키높이가 살아있네 살아있어 살아있네 살아있어 살아있네 살아있어 오그라든 니어깨가 살아있네 살아있어 전방 슈류탄,3
전방 슈류탄,3
그땐 잘나갔지,1
내가 말야 (어?!) 오빠를 만나려면 번호표를 뽑으세요,2
아 이것 참 피곤하네,3
형님 떴다하면 90도지 (어?!),2
온 동네 누비면서 주름잡지 (어?!),4
디스코 테크노에 펄럭이는 나팔바지,1
여기저기 난리블루스 왕년에 잘나갔던 나인데,5
살리고 달리고 살리go 살리go 살리go 살리go 살리go (어?!),1
달리go 달리go 달리go 달리go 달리go (어?!),2
살리go 살리go 살리go 살리go 살리go (어?!),1
달리go 달리go 달리go 달리go 달리go (어?!),2
(어?!) 살리go 달리go (어?!),2
살리go 달리go 그땐 잘나갔지 장난 아냐 (어?!),1
딱 보면 모르겠니 장난 하냐 (어?!),3
이름만 댔다하면 최고급에 VIP죠,1
남자답게 당돌하게 뭐만 했다하면 유행이지 (어?!),2
걸어만 다녔는데 화보잡지 (어?!),1
100m 전방부터 아가씨들 쓰러지죠,2
여기저기 난리블루스 왕년에 잘나갔던 나인데,5
살리고 달리고 살리go 살리go 살리go 살리go 살리go (어?!),1
달리go 달리go 달리go 달리go 달리go (어?!),2
살리go 살리go 살리go 살리go 살리go (어?!),1
달리go 달리go 달리go 달리go 달리go (어?!),2
(어?!) 살리go 달리go (어?!),2
(어?!) 살리go 달리go,2
(어?!) 살리go 달리go,2
(어?!) 살리go 달리go,2
(어?!) 살리go 달리go,2
I will always remember,0
lets live it up like samsara,1
someone might tell u life is deadly,3
but with us its just one of many,1
come one let us set the tone,1
follow the rave lets get it on,1
take me home to samara samsara,0
lose control like samsara samsara,2
"""come join us we'll make it""",1
"""come join us we'll take it""",1
take me home to samsara samsara,0
ohhh home to samsara samsara,0
ohh home to samsara samsara,0
take a trip to nirvana,1
lets live it up like samsara,1
someone might tell u life is deadly,3
but with us its just one of many,1
come one let us set the tone,1
follow the rave lets get it on,1
take me home to samsara samsara,0
lose control like samsara samsara,2
"""come join us we'll make it""",1
"""come join us we'll take it""",1
take me home to samsara samsara,0
"""I push it down",1
"push it down""",1
"""I\'m the one ""for a good time call""""",1
"""Phone\'s blowin\' up",1
"they\'re ringin\' my doorbell""",1
"""I feel the love",1
"feel the love""",1
"""1",1
2,1
3 1,1
2,1
"3 drink""",1
"""Throw em back",5
"till I lose count""",5
"""I\'m gonna swing from the chandelier",5
"from the chandelier""",5
"""I know you since we were like ten yeah""",0
"""Don\'t mess it up talking that shit Only gonna push me away that\'s it""",3
"""When you say you love me That make me crazy Here we go again""",1
"""Don\'t go look at me With that look in your eye You really ain\'t going away without a fight""",3
"""You can\'t be reasoned With I\'m done being polite""",3
"""I\'ve told you 1 2 3 4 5 6 thousand times""",3
"""Haven\'t I made it obvious? Haven\'t I made it clear? Want me to spell it out for you? F r i e n d s""",3
"""Have you got no shame you looking insane Turning up at my door It\'s 2 in the morning the rain is pouring Haven\'t we been here before?""",3
"""So don\'t go look at me With that look in your eye You really ain\'t going away without a fight""",3
"""That\'s how you fucking spell friends""",3
"""Get that shit inside your head""",3
Throw that twerk that (I want a slim fine woman With some twerk with her),1
Shake that bounce that (I want a slim fine woman With some twerk with her),1
(Action) Do it baby stick it baby Move it baby lick it baby,1
(Do it) Suck up on that clit until that Pussy got a hickey baby,1
"""(Bounce) Watch big coulda bought A range rover (Range rover) Chain little but I spent Some change on it (Change on it) Nigga mad I'ma put the gang On him (Gang on it) They'll die 'bout me They'll bang on him (Facts) And that ass poke out Lil frame on her (Ow) Pussy so good he got my name on it (Miami)""",1
"""Itty bitty pretty I'm the realest in the city Only fuckin' with the plug Got a nigga worth a billi' Showin' love only talk about bands When he hit me Chose him he ain't pick me And we never doin' quickies""",1
"""Make 'em dance twerk (Twerk twerk twerk twerk Twerk twerk with her)""",1
Twerk twerk (Tw twerk twerk twerk Twerk twerk twerk with her),1
Twerk twerk (Tw twerk twerk twerk Twerk twerk twerk with her),1
Twerk twerk (Tw twerk twerk twerk Twerk twerk with her),1
"""Look this sound like cardi Took the stage (Cardi) This sound like cardi With the braids (With the braids) Jermaine dupri baby Money ain't a thing (Ain't a thing) This pussy wild They should throw it in a cage (Grr)""",1
"""Honey got green like papa""",1
"""Rack city spend dollars""",1
"""All you hoes weak""",3
"""Got you shopping at chanel and prada""",1
"""Oo wee hit the club its a movie""",1
"""Your boyfriend stay acting like a groupie""",3
"""Your level one I call him papa girl""",1
"""You a bum bitch so If he broke tell him pava""",3
"""Hasta la vista baby I\'m ballin\'""",1
"""You still in the bleachers baby""",0
"""Be a boss ass bitch I\'ll teach ya baby""",1
"""Yes queen honey c nice to meet ya baby""",1
"""Uh eat good turkey shrimp and pasta""",1
"""I\'m addicted to the money it can not stop""",1
"""Stunt hard and it kills y\'all""",1
"""Gwola gwola dollar dollar bills y\'all""",1
"""Get dollars get get dollars I ain\'t fuckin\' with it if it ain\'t bout gwola""",1
"""I don\'t know about these hoes I get money you broke""",3
"""Ball out there with it I go""",1
"""Hoes get nada""",3
"""Whole team meeting got cheese enchiladas""",1
"""Money talk ebonics""",1
"""In the club more shots than a sawed off""",1
"""Knock knock who there get ya girl dawg""",1
"""Talk money talk dollars""",1
"""Snapback pair of mark jacob visors""",1
"""Treat these boys like sons I\'m ya fasha""",1
"""Style on spending thousands""",1
"""In the club with a crown on""",1
"""Roll with a king baby""",1
"""Real niggas shine greatly""",1
"""I don\'t know about these hoes""",3
"""Money falling out my clothes""",1
"""Everything bout my dollars""",1
"""All day about my gwola""",1
"""Get dollars get get dollars I ain\'t fuckin\' with it if it ain\'t bout gwola""",1
"""I don\'t know about these hoes I get money you broke""",3
"""Ball out there with it I go""",1
"""Talk money talk dollars""",1
"""Snapback pair of mark jacob visors""",1
"""Treat these boys like sons I\'m ya fasha""",1
"""Style on spending thousands""",1
"""In the club with a crown on""",1
"""Roll with a king baby""",1
"""Real niggas shine greatly""",1
"""I don\'t know about these hoes""",3
"""Money falling out my clothes""",1
"""Everything bout my dollars""",1
"""All day about my gwola""",1
"""Get dollars get get dollars I ain\'t fuckin\' with it if it ain\'t bout gwola""",1
"""I don\'t know about these hoes I get money you broke""",3
"""Ball out there with it I go""",1
Dance with me make me sway,1
Like the lazy ocean hugs the shore,1
Hold me close sway me more,1
Flashing lights of devotion,1
I kissed the lips of a potion,1
So follow me into the dark,0
Break off a piece of your heart,1
Sell it for sell it for,1
Sell it for money and cars,1
Come out wherever you are,4
My heart is racing with sensation,2
"""It's sensational""",2
I whip my diamonds out,1
I get so high,2
The feeling feeling so supersonic,2
"""I try to stop but I just can't stop it""",3
"""Dancin' in flames dancin' in flames""",2
Sway with me sway sway sway,1
Super sly chick (Ayy),1
I blow back a kiss,1
Bad boy want this,1
"""Bad boy don't miss (Haha)""",3
Run up on me I bet he get the gist (Yeah),3
Harley harley catch a quick body,3
Vroom vroom vroom,1
"""Like I'm ridin' a harley (Skrrt)""",1
"""But I'm in a rari (Rari)""",1
Sorry not sorry (Sorry),3
But I know them birds saw me,3
"""If it is 'bout that chicken (Yeah)""",1
The most wanted in gotham,3
"""All your diamonds is missin' (Where they at?)""",3
"""Oh you thought I was kiddin'?""",3
This a suicide mission (Uh huh),3
You need to make a decision (Make it),3
"""On what side is you pickin' (Sway)""",3
"""see it if I want it I'ma take that (Sway)""",3
"""see it if I want it I'ma take that (I take what I want) (Sway)""",3
"""see it if I want it I'ma take that (Sway)""",3
"""see it if I want it I'ma take that (Woo) (Sway)""",3
"""girls like me they don't make that (Sway)""",1
"""girls like me they don't make that (Sway with me) (Sway)""",1
"""girls like me they don't make that (Sway sway sway)""",1
Dance with me make me sway,1
Like the lazy ocean hugs the shore,1
Hold me close sway me more,1
I say why does it feel so good,2
So good to be bad,2
Getting what I want boy,1
Why does that make you so mad,3
"""But your worst was Still better than everybody""",1
"""And I hate that""",3
"""You heard my just say that""",3
"""How many times do I lie in bed""",4
"""And tell myself the lie""",5
"""How many times do I turn my head""",4
"""So my friends don\'t see me crying""",5
"""I said that I\'ll be fine without you""",0
"""I\'ll be better when you\'re gone""",0
"""I swear I won\'t think about you""",0
"""When I\'m dancing all night long""",1
"""Cause baby I baby I baby I""",1
"""Know that you\'re no good for me""",3
"""So why do I why do I why do I""",3
"""Hurt so bad when you leave""",5
"""Last time that I saw you""",0
"""With someone else I thought I\'d be done for good""",5
"""It\'s always back to you""",0
"""I\'ll be fine without you""",0
"""I said I\'ll be fine without you""",0
"""I said I\'ll be fine""",0
"""I said I\'ll be fine""",0
"""No I won\'t think about you oh""",0
"""I said that I\'ll be fine without you""",0
"""I\'ll be better when you\'re gone""",0
"""I swear I won\'t think about you""",0
"""When I\'m dancing all night long""",1
"""Cause baby I baby I baby I""",1
"""Know that you\'re no good for me""",3
"""So why do I why do I why do I""",3
"""Hurt so bad when you leave""",5
I want a little fire,1
now give me the light,1
Now give me the light,1
now give me the light,1
Bun up the dance,1
bu-bun up the dance,1
Bun up the dance,1
bu-bun up the dance,1
1,1
2,1
3,1
bu-bu-bun up the,1
Bun up the dance,1
bu-bun up the dance,1
I want a little fire,1
now give me the light,1
Now give me the light,1
now give me the light,1
Bun up the dance,1
bu-bun up the dance,1
Bun up the dance,1
bu-bun up the dance,1
I want a little fire,1
now give me the light,1
Now give me the light,1
now give me the light,1
Bun up the dance,1
bu-bun up the dance,1
Bun up the dance,1
bu-bun up the dance,1
1,1
2,1
3,1
bu-bu-bun up the dance,1
Bun up the dance,1
bu-bun up the dance,1
Bun up the dance,1
bu-bun up the dance,1
Bun up the dance,1
bu-bun up the dance,1
Bun up the dance,1
bu-bu-bun up the dance,1
Bun up the dance,1
bu-bun up the dance,1
Bun up the dance,1
bu-bun up the dance,1
Bun up the dance,1
bu-bun up the dance,1
I want a little fire,1
now give me the light,1
Now give me the light,1
now give me the light,1
Bun up the dance,1
bu-bun up the dance,1
Bun up the dance,1
bu-bun up the dance,1
I want a little fire,1
now give me the light,1
Now give me the light,1
now give me the light,1
Bun up the dance,1
bu-bun up the dance,1
Bun up the dance,1
bu-bun up the dance,1
1,1
2,1
3,1
bu-bu-bun up the dance,1
Bun up the dance,1
bu-bun up the dance,1
Bun up the dance,1
bu-bun up the dance,1
Bun up the dance,1
bu-bun up the dance,1
Bun up the dance,1
bu-bu-bun up the dance,1
Bun up the dance,1
bu-bun up the dance,1
Bun up the dance,1
bu-bun up the dance,1
Bun up the dance,1
bu-bun up the dance,1
Bun up the dance,1
bu-bun up the dance,1
Bun up the dance,1
bu-bun up the dance,1
Bun up the dance,1
bu-bun up the dance,1
Bun up the dance,1
bu-bun up the dance,1
Bun up the dance,1
bu-bun up the dance,1
Bun up the dance,1
bu-bun up the dance,1
Bun up the dance,1
bu-bun up the dance,1
Bun up the dance,1
bu-bun up the dance,1
Bun up the dance,1
bu-bun up the dance,1
Bun up the dance,1
bu-bun up the dance,1
Bun up the dance,1
bu-bun up the dance,1
Bun up the dance,1
bu-bun up the dance,1
Bun up the dance,1
bu-bun up the dance,1
Bun up the dance,1
bu-bun up the dance,1
Bun up the dance,1
bu-bun up the dance,1
Bun up the dance,1
bu-bun up the dance,1
Bun up the dance,1
bu-bun up the dance,1
Bun up the dance,1
bu-bun up the dance,1
Bun up the dance,1
bu-bun up the dance,1
Bun up the dance,1
bu-bun up the dance,1
Bun up the dance,1
bu-bun up the dance,1
Bun up the dance,1
bu-bun up the dance,1
Bun up the dance,1
bu-bun up the dance,1
Bun up the dance,1
bu-bun up the dance,1
Bun up the dance,1
bu-bun up the dance,1
Bun up the dance,1
bu-bun up the dance,1
Bun up the dance,1
bu-bun up the dance,1
Bun up the dance,1
bu-bun up the dance,1
Bun up the dance,1
bu-bun up the dance,1
Bun up the dance,1
bu-bun up the dance,1
Bun up the dance,1
bu-bun up the dance,1
Bun up the dance,1
bu-bun up the dance,1
Bun up the dance,1
bu-bun up the dance,1
Bun up the dance,1
bu-bun up the dance,1
Bun up the dance,1
bu-bun up the dance,1
Bun up the dance,1
bu-bun up the dance,1
Bun up the dance,1
bu-bun up the dance,1
Bun up the dance,1
bu-bun up the dance,1
Bun up the dance,1
bu-bun up the dance,1
Bun up the dance,1
bu-bun up the dance,1
Bun up the dance,1
bu-bun up the dance,1
Bun up the dance,1
bu-bun up the dance,1
Bun up the dance,1
bu-bun up the dance,1
Bun up the dance,1
bu-bun up the dance,1
Bun up the dance,1
bu-bun up the dance,1
Bun up the dance,1
bu-bun up the dance,1
Bun up the dance,1
bu-bun up the dance,1
Bun up the dance,1
bu-bun up the dance,1
Bun up the dance,1
bu-bun up the dance,1
Bun up the dance,1
bu-bun up the dance,1
Bun up the dance,1
bu-bun up the dance,1
Bun up the dance,1
bu-bun up the dance,1
Bun up the dance,1
bu-bun up the dance,1
Bun up the dance,1
bu-bun up the dance,1
Bun up the dance,1
bu-bun up the dance,1
Bun up the dance,1
bu-bun up the dance,1
Bun up the dance,1
bu-bun up the dance,1
Bun up the dance,1
bu-bun up the dance,1
Bun up the dance,1
bu-bun up the dance,1
Bun up the dance,1
bu-bun up the dance,1
Bun up the dance,1
bu-bun up the dance,1
Bun up the dance,1
bu-bun up the dance,1
"beat\'s steady knockin\'""",3
"""Beat\'s steady knockin\' but them hoes steady jockin\'""",3
"""My beat\'s steady knockin\' but them hoes steady jockin\'""",3
You 또 뒤로 숨어서 넌 Typing 너무 쉽게 보여,3
드러내 Real name 가짜는 걸러내 쳐야 해,3
Barricade haters come 왜 나를 찾아보다 밤새,3
I got you 인정해 선을 넘은 관심,1
Woof 서둘러 숨겨봐도 탄로 날 걸 Proof 거짓 변명 따윈 던져 To the roof,3
"""I'm sippin' all day 너넨 다 투명해 그저 내 눈엔 Lemonade""",1
Taste like Lemonade 휘저어 난 Hurricane 안 들려 네 목소리는 Noise,1
"""Taste like Lemonade 짜릿하지 Everyday 삼켜버려 Got me feelin' good""",1
달려가 Like 소방차 무대를 터트려 like Cherry Bomb 태가 나잖아 Irregular,2
"""You can't catch me cause I don't wait Hold up uh 되고 싶겠지 Like me 질릴 때까지""",3
"""Bite me 네가 아무리 Copy 해도 영원히 발 밑 I just spit uh yeah I don't quit uh yeah""",3
Woof 안달이 나겠지 다 탐을 내 Ma juice 약한 너와 달리 굳건한 Ma crew,3
"""I'm sippin' all day 따분한 Masquerade 그저 내 눈엔 Lemonade""",1
"""이제와 뭘 해도 넌 Nothing (Nothing to say) 크게 의미 없는 Punch 시작부터 차이 나는 Game Always winning never lose 뻔히 보이는 Plot (What's coming) 너의 결말은 Knock down yeah""",3
"""And we ain't never ever comin' down 고갤 들어 지켜봐 Sip it sip it down Ready ready for it now NCT work it out Ice ice we gon' chill it out""",1
Taste like Lemonade 휘저어 난 Hurricane 안 들려 네 목소리는 Noise,1
"""Taste like Lemonade 짜릿하지 Everyday 삼켜버려 Got me feelin' good""",1
"""Woof 안달이 나겠지 다 탐을 내 Ma juice 약한 너와 달리 굳건한 Ma crew (Yeah my crew) I'm sippin' all day 짜릿함 배가 돼 It's like a flavor like Lemonade'""",1
담엔 누구 차례 한 치 앞도 볼 수 없는 막장 게릴라,3
경배하라 목청이 터지게,1
찌질한 분위기를 전환해 광기를 감추지 못하게 해,3
이유 모를 자신감이 볼만해,1
난 보란 듯이 너무나도 뻔뻔히 니 몸속에 파고드는 알러지,3
오늘 여기 무법지 난 불을 질러 심장을 태워 널 미치게 하고 싶어,3
B.I.G Yea we bang like this,1
모두 다 같이 총 맞은 것처럼 BANG! BANG! BANG! BANG! BANG! BANG! 빵야 빵야 빵야,1
오늘 밤 끝장 보자 다 끝장 봐 오늘 밤 끝장 보자 빵야 빵야 빵야,1
널 데려가 지금 이 순간에 새빨간 저 하늘이 춤출 때 돌고 돌아 너와 나 이곳은 Valhalla 찬양하라 더 울려 퍼지게,1
We go hard 불침번 밤새 달려 축지법 이 노래는 꼭지점 신이나 불러라 신점,1
큰 비명소리는 마성의 멜로디 검은 독기의 연결 고리 사방 팔방 오방 가서 푸는 고삐 whoo,3
난 불을 질러 네 심장을 태워 널 미치게 하고 싶어,3
Let’s go 남자들은 위로 여자들은 get low 당겨라 bang bang bang let the bass drum go,1
브라더 술 들어가니까 기분이 들떠,1
더 전화 걸어 길 형,0
Yeah ma 빅 브라더 오케이 때리시고 바로 클럽으로 Go,2
리듬파워 취한 티 내다,1
딱 내 눈에 보인 그녀는 168 48의 Ma style,2
바로 쫓아가,2
내 입 모양은 OMG,1
내 옆에는 오늘 너겠지,0
난 호랑나비 꽃을 못 지나쳐,0
예쁜 귀 좀 잠시 내게 빌려줘,0
1차는 클럽에서 막 들이대,1
2차는 All pass하고 들이대,1
싫지 않은 눈빛으로 술이 된 당신의 눈동자에 건배,1
3차로 갈 수 있다면 더 들이대,1
내 막차는 첫차 올 때 나가리 돼,0
절대 식지 않아 고삐 풀린 망아지,3
난 밤새 막 달리며 춤을 춰,1
호랑나비 한 마리가 호랑나비 한 마리가,1
간만에 놀러 Yeah,1
용현동 미친개 놀 때는 Doggy Style,3
인천 언니 중에 네가 내 눈에 딱 들어왔고 내 걸로 만드는 말발,1
됐고 일단 네 번호 불러 Yeah,1
그럼 이따 전화할게 Tonight,0
예쁜 아가씨들 손 내밀어서 악수,1
호랑나비 한 마리가 호랑나비 한 마리가,1
누가 왔는지 봐 외힙 뮤비에서 튀어나온 듯 한 거의 탈 아시아 급 볼륨 감,2
데낄라는 됐어 domperi 좀 따봐,3
마른 애들은 그저 손뼉 쳐 날 따라 큰애들은 모두 엉 박쳐 clap your hands 아니 clap that ass,1
여기 와서도 못 노는 애들 보면 빡쳐 더 쎈 거 없어?,3
내말은 술 말고 더 큰 거 없어?,3
여자들은 말고 난 노출증 환자라서 sick해 날 최고라고 하네 ya d.I.c.k,3
늦었는데 차가 막힐 때 같이 몰래 바람 피다 걸렸을 때 같이 화장실에 휴지가 없을 때 같이,3
무서워 무서워 어린 기집애 노는 꼬라지가 무서워,5
무서워 너를 미치게 하는 내가 나도 무서워,5
여긴 어린이 노약자 출입 금지 심장이 약하다면 당장 뒤로 돌아 후진,4
여자면 참하란 법은 내가 깨버린 규칙 넌 밤에 이불에 지도 그릴지도 모르지 워,3
저 무서운 기집애 힙합틀고 Rockstar로 빙의해 콜라들고 분위기 업 시키네,2
언니들도 입벌리고 신기해해 또각또각 구두부터 내 운동화 까지 모두 오싹오싹 하게 뛰어 놀아놀아,2
내가 어리다는 의사도 이분위긴 절대 못고쳐 놔 박수쳐 다 네 엉덩이 토닥토닥,3
어렸을 때 망태할아버지 같이 혼자서 봤었던 여고괴담 같이 길에서 중2들 만났을 때 같이,5
갈 애들은 가 난 아직 덜 놀았어 오늘 갈대로 가 내컵에 가득 부어 네 컵이 뭐야 묻지 난 C컵 임마,1
네 눈에 불이 붙지 그래 그래 난 고3이다 임마 인생점순 일단 1등급 챙기니까 내 걱정 말고 놀아,2
한여름 할로윈 uh 호박이건 수박이건 무섭게 신나,1
지금 너네가 보고있는 것 같이 지금 너네가 듣고있는 것 같이 지금 너네가 떠는 것 같이,1
무서워 무서워 어린 기집애 노는 꼬라지가 무서워,5
무서워 너를 미치게 하는 내가 나도 무서워,5
"""I can rest assured knowing you\'re On the other end of it""",0
"""Looking forward to the descent""",1
"""See you when I touch down""",0
"""You\'re my champagne""",1
"""You make me pop off Everywhere like confetti (Yeah)""",1
"""I seen you last night""",0
"""And I miss you already (Yeah ayy)""",0
"""My bed is depressed (Depressed)""",5
"""My pillow\'s a victim (Hmm hmm)""",5
"""Got me in chills""",2
"""While my hands are sweaty (B O I)""",3
"""And I gotta fly out (Ha)""",3
"""Hate you got me strung out (Ha)""",3
"""And I gotta fly out (Hey)""",3
"""Hate you got me strung out oh ooh""",3
"""Only been ten hours but my sanity is gone""",3
"""Got a new job for a big bag""",1
"""You better go get it""",1
"""You\'ll be gone for a few days""",0
"""Posin\' in the heat""",1
"""I miss your distractions""",0
"""My touch is in distress""",5
"""You\'re just a plane ride away""",0
"""From my permanent visit""",0
"""And I gotta fly out (Ha)""",3
"""Hate you got me strung out (Ha)""",3
"""And I gotta fly out (Ha)""",3
"""Only been an hour but I\'m feelin\' all alone""",4
"""You should be hoppin\' On the red eye (Right now)""",0
"""Hoppin\' on the red eye (Right away)""",0
"""I can rest assured knowing you\'re On the other end of it""",0
"""Looking forward to the descent""",1
"""See you when I touch down (Hey)""",0
"""See you when I touch down (Hey)""",0
Pistol I bust issue with trust,3
"""Won't let no one get a piece of your love""",1
Yeah base it on loyalty base it on us,1
"""You say you want a bag flipper I can't get enough""",1
"""I'm rich alone but when I'm with you I'm richer as fuck""",1
Forbidden fruit on apple juice Can I sip on the cup?,2
"""Mix it with some 1942 and I'm beating you up""",2
Girl you chosen fuck it Up when you bust wide open,1
"""It's a ocean I'm just imposing""",2
That you give it to me and just me only yeah,1
Girl you chosen fuck it Up when you bust wide open,1
"""It's a ocean I'm just imposing""",2
That you give it to me and just me only,1
Treat you special girl I hit you with the roses,1
"""Cancel your boyfriend he's too controlling""",3
Fuck it up when you bust wide open,1
Girl you chosen fuck it Up when you bust wide open,1
"""It's a ocean I'm just imposing""",2
That you give it to me and just me only yeah,1
Girl you chosen fuck it Up when you bust wide open,1
"""It's a ocean I'm just imposing""",2
That you give it to me and just me only,1
Two more shots got that pussy wide open,2
She love me like Lucy,1
Girl you chosen fuck it Up when you bust wide open,1
"""It's a ocean I'm just imposing""",2
That you give it to me and just me only yeah,1
Girl you chosen fuck it Up when you bust wide open,1
"""It's a ocean I'm just imposing""",2
That you give it to me and just me only,1
ladies and gentlemen,1
I have all the hoes on my pelvis,1
"""'Cause I look like black Elvis""",1
Twista! hit it,2
I be sonic,2
I can do it like it was a bigamic,2
Part of my body get level to me and get speed,1
Dancing on the people,1
Dancing dancing on the people,1
People dancing on the people,1
I got people on the people,1
People dancing on the people,1
With the people on the people,1
See me see you,1
Dancing on the people,1
I got people on the people,1
Dancing dancing on the people,1
Dancing on the people,1
Dancing dancing on the people,1
People dancing on the people,1
I got people on the people,1
People dancing on the people,1
With the people on the people,1
See me see you,1
Dancing on the people,1
I got people on the people,1
Dancing dancing on the people,1
Dancing on the people,1
"""Can't tell myself apart from you""",0
Dancing on the people,1
Dancing People,1
Dancing People,1
Dancing People,1
Dancing People,1
Dancing on the people,1
Dancing dancing on the people,1
People dancing on the people,1
I got people on the people,1
People dancing on the people,1
With the people on the...,1
Shake it,2
shake it,2
shake it,1
shake it,3
shake it,2
shake it,2
Shake it,1
shake it,3
shake it,2
"""I'ma bounce this ass for a rich ass nigga""",1
"""I'ma get a bag",1
"old gold ass digger""",3
"""You can't fuck with me if you ain't got that cash""",2
You wanna see some ass?,2
"""I'll wiggle it",1
wiggle it,1
"wiggle it""",1
You gotta spend that shit,1
spend that shit,1
spend that shit,3
Brown bag legend for these bad ass bitches,1
"""Got a hundred racks if you gon' backflip it""",1
"""I ain't trippin",1
"I got that cash""",1
Baby,3
go and bounce that ass,1
Coke Boy,1
put you on the broke diet,3
"""You know it's Baby nigga hahaha Hah""",1
Oh Lord Jetson made another one,1
"""She wanna fuck with me but I don't got the time (Mmh mmh)""",3
I just hopped off a private plane And went and hopped on 85 (Yeah),1
"""Go call my chauffeur bitch 'Cause I don't like to drive""",3
"""We in Suburbans back to back and We gon' fill 'em up with vibes (Let's go)""",1
"""Fill 'em with vibes (Yeah) get In and ride (Yeah yeah)""",1
"""And no a nigga not blind (Uh uh) But I keep the stick And I'm firin' (Bitch)""",3
"""I ain't met a nigga in life That's fuckin' with me say He did then he lyin' (Mmh mmh)""",3
Got so many vibes stuffed in the car We can fuck them hoes Six at a time (No cap),2
I make them hoes say That nigga so fine (Ooh),1
Girl he got the dick you can Feel in your spine (Yeah),2
"""Yeah that what they say about Baby You know that them Bitches don't play about Baby""",1
Baby should go run for president Look what God did took His time with me (Yeah yeah),1
Got a red and white Ho like a peppermint (Ooh),1
"""Book the hotel take the vibes in She gon' fuck me And fuck on my brethren (Uh)""",2
"""My brother 'nem havin' Three hoes in the king size I ain't finished yet (Mmh) get another bitch (Mmh)""",2
"""Got her ridin' dick and Screamin' yeehaw (Mmh mmh mmh mmh)""",2
Make me proud girl you a cowgirl (Huh),1
"""Did a handstand I'm like Wow girl (Okay okay)""",2
"""Got me fuckin' her upside Down (Ooh mmh) baow baow Yeah we goin' dumb""",2
"""Say she wanna cum (Mmh) I'm lookin' like When She lookin' like Now""",2
"""Some more came in say they want it too I tagged in my brother Bitch I'm out (Bye)""",2
"""I know She wanna fuck with me but I don't got the time (Mmh mmh yeah)""",3
I just hopped off a private plane And went and hopped on 85 (Yeah),1
"""Go call my chauffeur bitch 'Cause I don't like to drive""",3
"""We in Suburbans back to back and We gon' fill 'em up with vibes (Let's go)""",1
"""She wanna fuck on me But I don't got the time (Mmh mmh)""",3
I just hopped off a private plane And went and hopped on 85 (Yeah),1
"""Go call my chauffeur bitch 'Cause I don't like to drive""",3
"""We in Suburbans back to back and We gon' fill 'em up with vibes (Look)""",1
"""Let's get on a jet (Yeah) come Give me some neck (Yeah yeah)""",1
"""She ain't pickin' up (Huh) and her Nigga just called she gon' send him a text""",3
"""I don't need no doc' bitch You know I'm a dog better send me the vet""",3
"""Ever made you a million I tell 'em Riddle Me that ain't offended me yet""",1
"""My bitch drink Bacardi I'm in this bitch Feelin' like 'Set (Okurr)""",1
"""Quarter mil' on my neck One point two on the crib four hundred Thou' on the whip dickin' down your lil' bitch""",1
"""I'm 'bout to go buy me a coupe (Zoom) Pull up make The doors raise the roof (Yeah)""",1
Louis V army fatigue (Yes sir) Hop out with a pole like A troop (Yeah get in there),1
Baby Ray Allen from three (Swish) You leave me open I shoot (Baow baow),1
"""We like Martin and Pam at the hotel (Uh) We kickin' hoes out get the boot (Mmh)""",1
"""These hoes catchin' Bodies they 'bout it (Yeah) We having new vibes In the lobby (New vibes)""",1
"""That's wherever we go Ain't no problem (No problem) I just told a bitch No she was childish (Bye)""",1
"""Pulled up like She wanna fuck with me but I don't got the time (Mmh mmh)""",3
I just hopped off a private plane And went and hopped on 85 (Yeah),1
"""Go call my chauffeur bitch 'Cause I don't like to drive""",3
"""We in Suburbans back to back And we gon' fill 'em up with vibes""",1
"""And now I\'m here to kill them with flows""",1
"""Drop turn back I\'m a caution ahead""",3
"""I\'m your worst nightmare stood over your bed""",3
"""But I smell defeat like a hole in your creps""",3
"""Wow she\'s sick and she\'s bad""",1
"""She sings and she raps""",1
"""She\'s shit and she\'s wack""",3
"""They talk all that chat""",3
"""But when they see me don\'t speak none of that""",3
"""Cause nobody bad like me""",1
"""I\'m fuckin\' higher than a block of flats in Battersea""",1
"""And I\'m with my team (skwody)""",1
"""Skwody where you at my G\'s?""",0
"""I\'m rollin\' ten girl up in that skwod""",1
"""That\'s what? That skwod""",1
"""Fuckin\' with my skwod? I think not""",3
"""Me and my bitches we roll deep""",1
"""And we always got green""",1
"""So we pretty much peas in a pod""",1
"""I was at the scene had to flee from the cops""",3
"""I go inside with no keys for the locks""",3
"""Well I came to kill off my nemesis""",3
"""So I used my juju and I came up in the crevices""",3
"""Them bitches say their bad""",3
"""But I\'m from where the fuckin\' devil is""",3
"""So if they get me mad we in the yard disturbing residents""",3
"""Then we leave out the yard hop in the car dispose the evidence""",3
"""Cause nobody bad like us""",1
"""Someone roll them blunts so we can turn shit up""",3
"""Skwody let me see you brush your guns""",3
"""Came tru with the clan came tru with the posse""",1
