diary,emotion
밥 하는 것도 먹는 것도 너무너무 추우니 뭣하나 하고 싶지 않아졌다.,3
지금보다 더 어렸을 때는 이러한 생각 없이 그저 친구들과 놀러다니며 즐겁게 시간을 보내고 했었던 것 같은데 아무래도 대학 진학을 코 앞에 둔 시점이라서 그런 것 같다.,3
"나의 치부, 나의 약점을 드러낸다는 것이 얼마나 사회에서 끔찍하고 고통스러운 일인지 나는 작년에서야 깨달았다.",3
나는 토요일에 내동생때문에 이비인후과를 갔다왔다.내동생이 기침을 해서 점심먹을겸 병원을 갔다 오자고했다. 옷을갈아입은다음 바로차를 타서 도착한다음 접수를 했다. 그런데 문제는나도 접수를 한것이다. 너무억울해서 왜나도접수를 하는지물어봤다.그런데 엄마는 그냥나도 건강검진이라고 생각하고 진료받으라고 했다.그래서 검진을 받은다음 나왔다. 그런데 우리가 나가기전 꼭다시오라고 했다. 나도 같이따라가는지는 모르겠다.좋은점은 내동생이 약을 먹고 열이 정상으로돌아온것이다. 그래도 혹시 모르니까 조심해야 겠다.,3
2. 자질구레한 일 자기가 떠맡아서 해놓고 (내가 도와주겠다 해도 혼자 하겠다던 사람이) 이젠 나한테 하라고 떠밈,3
조금 아쉬워하면서,3
"1학년 1학기 중간고사가 얼마 남지 않았다. 내 마음의 무게는 점점 커진다. 당장의 시험 앞에서 정말이지 부족하기 짝이 없는 실력을 보며, 나는 참 불안하다. 쉽사리 집중할 수도 없다. 이다지 높은 벽 앞에서 내가 할 수 있는 건 아예 벽을 넘을 생각도 하지 않는 것이었다. 포기하고 싶다. 도망가고 싶다. 회피하고 싶다. 요근래 펜이 너무 무거웠다. 토할 것만 같은 우울감이 나를 지배했다. 그러던 중, 우연찮게 달력을 보았다. 아직 많은 시간이 있다. 중간고사가 다가 아니다. 겁먹지 말자. 아직 레이스는 시작도 안 했다.",3
"나에게 끊임없이 상처를 줘도,",3
머리 쓰기가 힘들다. 머리가 고장난 상태니 그림도 엉망이었다. 글도 읽기 힘들었다. 쓰기도 어려웠다. 햇빛이 버거워서 낮에 외출을 할 수도 없었다.,3
어떻게 좋은말만 할수 있을까,3
"불법 카메라에 내가 찍히지 않았으면 좋겠고, 불법 포르노에 내가 등장하지 않았으면 좋겠고, 성희롱, 성추행, 온갖 성폭행을 당하고 싶지 않은게 여성들의 욕심인가? 범죄의 표적이 되고 싶지 않은 것은 당연한 것 아닌가? 세상이 많이 바뀌어야 한다. 여자라서 겪는 일들이 당연시되고 아무렇지 않은 일이 되면 안 된다. 깨어있어야 한다.",3
나도 할 말은 해야겠다.,3
고등학생이 된다는 것은 내게 있어서 설렘과 기쁨은 없고 오직 두려움만이 내게 남아있다.,3
이혼한다는 건 좋지만 그냥 뭔가 별로다. 엄마가 왜 이혼가정에 편견이 있다고 했는지 알 것도 같다. 지금 나조차도 그 전 남자친구들한테 편견을 가지고 있는데 다른 사람들이야말로 나한테 편견이 안 생길까.,3
"가서 국제미아가되면어쩌나, 소매치기를 당하면어쩌나.. 그런 공포가 나를 억눌렀다.",3
어제부터 물건을 사는데 아주 좋지 않은 타이밍을 만나고 있다.,3
아주 어릴 때는 무섭고 두려웠던 갈등이,3
간혹 가슴이 뻐근할 정도로 벅차 오르는 감동과 발 밑이 쑤욱 꺼지는 것  같은 두려움을 느끼곤 한다. 손을 내뻗으면 가만히 파고드는 작은 온기가 주는 행복과 언제고 이 온기를 잃어버릴 날이 오게 되리라는 슬픈 에감이 나를 두드리는 것이다.,3
지금 이마에서 폭발한 여드름 때문에 너무 짜증이 난다. 생리를 안 해서 이러는 거 같기도 한데 이마 한가운데에 난 여드름이 너무 커서 짜증남. 현재 사용하고 있는 스킨이랑 로션이 문제인가? 갈수록 피부가 더 안 좋아지고 있음. 너무 스트레스임. 얼른 네이쳐가서 원래 사용하던 스네일 스킨로션을 와야겠다. 왜 안 맞는 거지 나 여태까지 이니스프리는 안 맞아본 적이 없는데..,3
나도 행복하게 살고싶다. 그렇다고 내가 불행하다는건 또 아니다. 나는 많은 걸 바라지는 않는다. 그저 평범하고는 싶었다. 나는 불행하지도 행복하지도 않는다. 다만 죽고싶다거나 우울하다는 느낌이나 생각이 자꾸 든다.,3
사진 잠깐 찍고 박물관 가려다가 지루해서 걍 버스타고 타임스퀘어 가기러 결정,3
"? 첫째 날 : [금각사와 사슴공원, 동대사] - 날씨가 약간 흐려서 비가 올 것 같아 걱정했는데 다행히도 비가 안와서 불편하지 않게 돌아다닐 수 있었다. 금각사에 도착했을 때, 금각사를 보니 벽이 금으로 덮여있어서 놀랐다. 금각사에도 사람이 많았는데, 그래서 사진을 많이 찍지 못했다. 아쉬웠다. 사슴공원에 갔을 땐, 사슴들이 굉장히 자유롭게 돌아다니고 있었다. 멀리서 봤을 때는 귀여웠는데 막상 사슴이 근처로 다가오니까 무서워서 아무것도 할 수 없었다. 사슴을 피하느라 사진을 많이 찍지 못한 것이 아쉬웠다.",3
그래도 이 게임은 꾸준하게 버텨서 오래오래 되었으면,3
당연히 오듯이. 따스한 바람이 느껴지는데 세상은 너무나 시끄럽다 온천장이 폐쇄된지 3주가 넘었다,3
돈없고 차없는 내가 잘 못인가 싶다.,3
하지만 작년에 휴학을 해서 공부를 했는데 내가 생각한것 만큼 나는 혼자공부하는게 쉽지 않았다.,3
어설픈 2년의 세월이 지나고 나는 곧 고등학교 3학년이 되었다.,3
오늘 엄마가 성적표를 봐라고해봤다. 나는 엄마가 가끔싫을때도있다. 왜내성적표를 아줌들 만모여있는데 올리는 것지 나는 그걸보고 조금 화가낫다 엄마가 관심 받으려고 그러는건지 모르겠지만지금도 좋다.,3
무릎이 펴지지 않았고 하필이면 생리까지 겹쳐버린 날이었다,3
사람은 부담스러워 어떻게 해야할지 모르겠다.,3
어제의 뼈아픈 경험을 발판 삼아 부디 내년엔 보다 많은 바수니가 행복을 누릴 수 있길  바라며...,3
있어보이고싶어하지 말걸.,3
"신입 치고는 나이가 많은 편이라서 마음은 너무 급한데, 막상 취업과 관련된 일을 하려고 하면 의욕이 사라진다. 이런걸 두고 회피성향이라고 하는건가 싶다. 자기소개서나 포트폴리오에 자신도 없는데, 운 좋게 면접을 보게 된다고 해도 아는게 없다고 욕먹을까봐 무섭다. 정작 주변을 보면 나보다 아는게 없는 사람들도 무사히 취업해서 회사를 다니고 있지만, 그걸 보면서도 계속 겁이 난다. 작년에 다녔던 학원 강사님이 나정도면 취업 충분히 할 실력이라고 말해주셨지만, 그 말을 들은 당일에만 조금 괜찮았고 시간이 지나니 다시 무섭기만 하다.",3
"원인은 사고였다. 자세히 떠오르진 않지만, 어렴풋이 기억하기론 억울한 교통사고였다. 동생은 무고한 피해자였다.",3
미간의 주름이 해구처럼 깊게 파인다. 정말 따갑다. 차라리 눈에 물파스를 바르는 것이 덜 따가울 것이다. 눈이 건조해서 나오는 눈물인지 따가운 것이 아파서 나오는 눈물인지 분간을 못 할 정도로 눈물도 많이 나왔다. 흐르는 눈물을 열심히 훔친 나의 손과 옷 소매에 더불어 베개까지 모두 눈물로 축축하게 젖은 것이 느껴졌다.,3
수제비 떡 당면같은건 먹고싶으면 한두개만 넣는데 사실 별로 안좋아한다. 중국당면도 잘 안씹혀지고 호로록삼켜져서 별로..... 고구마떡 한개가 적당했음,3
왜.,3
코로나 바이러스는 우리의 일상을 순식간에 바꿔버렸다.,3
누가 됐던 국회의원 선거때 펭수는 무단도용 안했으면 좋겠다.,3
"쉬는시간이 없는건 좀 아쉬웠다. 그래도 이 학교, 재밌을 것 같다.",3
가끔은 빨리빨리하라고 재촉하는 사람들이 싫기도 하고 빨리 우리나라를 떠나거나 바쁜 도심을 떠나서 여유롭게 살고싶다. 하지만 나도 성격이 너무 급해서 빨리빨리가 아니라면 답답해서 미칠지도 모른다. 어떻게 보면 빨리빨리라는 것이 대한민국 국민들의 유전자에 있을 수도 있는 것 같다. 빨리빨리하는 습관이 우리나라의 성장을 도운 것 같기도 하다. 하지만 과연 행복을 가져다 주었을까? 나도 잘 모르겠다. 빨리빨리는 실증이 나는데 빨리빨리 안하면 또 답답하고... 정말 아이러니 하다.,3
어이가 없다 지독하다 내가 이렇게 지독한 짝사랑을 하고 있었구나,3
"대표에게 매일 음료수를 혼자 갖다준답니다. 같은 동료들에게는 돌리지않으면서 대표에게만 그것도 살짝,  다른 직원들 몰래 갖다준답니다. 그리고는 소곤소곤 이야기를 합니다.",3
큰이모 댁에선 샤워를 안 해서 찝찝 했는데,3
이런 관계는 옛날이나 지금이나 피곤하지만,3
집에 와서는 바로 씻지않아 엄마와 또 다투었다,3
아주 심하게 났다,3
<내 삶의 가장 충격적인 장면>,3
“코로나의 공포”,3
처음 안경을 맞추었을때 보다 시력이많이 안 좋아 졌다,3
나도 할 말은 해야겠다.,3
엄마가 욕하는 아빠는 왜 그랬는지,3
내가 왜 단순히 피가 섞였다는 이유로 그들을 위해 돈을 벌어야 하는가?,3
일을 하다가 어쩔 수 없이 진상 손님도 만났다. 계산 담당 친구가 말해준 진상손님은 오만원 짜리를 모두 동전으로 바꿔달라는 손님이었다. 그 때 사람도 많은 시간이어서 바쁜데 그런 사람까지 있어서 친구가 많이 화났다고 했다. 내가 기억하는 최고의 진상 손님은 자신이 직접 웨스턴 핫바를 가리키며 이거 주세요. 했으면서 계산 다 끝난 후에 이거 아니라고 화냈던 손님. 그 때의 당혹스러움을 잊을 수가 없다. 다행히 옆에 계시던 아내분께서 그냥 가자. 하셔서 다행이지 계속 화를 냈다면 나도 같이 화냈을지도 모르겠다.,3
시장의 존폐위기에 놓였을때도 이렇게 까지 손님이 없지는 않았다. 하루에 1명2명 오는 손님이라도 있으니 문닫을수도 없고 문 닫는다 한들 뭐하랴,3
교생일을 하면서 깨달은 것은 그동안 나는 일을 하지 않는 동안의 나를 잃어버린것 같다.,3
"요즘 클라리넷 학원을 자주 간다. 9월 9일에 큰 연주회가 있기 때문이다. 월, 화, 수, 목으로 가서 세게 연습한다. 난 현재 3곡을 하고 있다. 3시에 가서 연습 준비를 하고 있는데, 선생님이 새 악보를 주셨다. 원래 있던 라데츠키 행진곡에 새 부분이 추가된 것인데, 때문에 행진곡이 무척이나 길어졌다. 거기다 첫 연습이라 그 새로운 부분은 많이 삐걱댔다. 그래서 혼나가면서 열심히 연습했다. 그래도 나름 느낌은 났다. 어서 잘하게 돼야 할텐데...",3
원치않아! ㅠㅠ,3
난 열심히 저축해서 악마가 있는곳을 탈출할 꺼다.,3
내일부터 시험이다,3
월욜까지 지원서 넣어야해서 빡시게 자소서 쓰는 중,3
"지금 엄마가 술취해서 날 부르는데 안불렀으면 좋겠다. 술 취한 사람의 꼬장이 너무 싫다. 솔직해 지는 그 모습, 긍정적인 것이면 상관이 없는데 부모님은 그 술주정의 내용이 늘 부정적인 것들로 이루어져 있다. 그걸 받아내야 하는 것이 너무 싫다. 싫은 티를 내면 서운해 하는 것도 너무 싫다. 한 두번이 아니라 거의 10년 가까이 그런 것 같다. 지긋지긋하다. 이러한 내용을 부모님이 보시면 서운해 하실 수 있다. 하지만, 10년의 마이너스 적인 술주정을 옆에서 지켜봤어야 하는 사람도 생각해 주셨으면 좋겠다. 술에 취한 사람인 당사자는 절대 모를 것이다. 그것도 자식의 입장이 아니기 때문에 모르실 거다. 나는 나중에 자식앞에서 술먹고 싫은 소리, 신세한탄하는 사람이 되지 않기를 바란다.",3
- 20200202 대칭일이지만 아무런 날도 아니었다. 방학동안 너무 놀아버린건 아닐까 걱정이 든다.,3
아이가 어릴 때는 먹이고 재우는 것이 가장 힘들었는데 아이가 좀 자란 지금 하루 종일 책을 읽어주느라 목이 아프다. 구부정한 자세로 읽느라 어깨도 허리도 아프다. 아이는 신이 나 있는데 도저히 안 읽겠다 말할 수 없다.,3
맞벌이 엄마인 나로써는 방학은 항상 해결하기 힘들지만 꼭 해야만 하는 숙제같은 존재이다.,3
고모들을 보고 배웠으면 좋겠다. 화만 내지.. 효도라곤 하나도 안 하는 한심한 사람이다.,3
"유독 모친과 사이가 좋지 않았던 터라, 무릎 꿇고 앉아 잔소리를 들으며 늘 완벽한 복층 오피스텔을 떠올리곤 했다. 이 층은 완벽히 침실로 만들어야지, 침대는 파레트로 할까, 미니멀리즘은 좋은 것 같네, 이런 생각들. 하지만 여전히 나는 보증금도 모으지 못한 어린 학생일 뿐이다.",3
이불 잘못 널었다가 날아가서 진짜 편의점까지 3초만에 뛰어갔다. 어이없고 웃긴 하루. 2층 구석탱이에 처박혀있었다. 거기 내 이불 말고 다른 이불도 하나 떨어져있었음ㅋ 그 사람도 이불 잃어버림ㅋㅋㅋ진짜 나 노본새다 미친,3
전염병때문에 방학이 일주일이나 연장되었고 새로운 경험없이 계속 반복되는 일상을 보내고있기 때문이다.,3
오늘 아주 충격적인 소식을 들었다.,3
두 번 다시 죽지 말아라. 시험 공부 좀 해라. 패배하지 말아라. 더이상 도피하지 말아라.,3
하지만 이것이 끝은 아니었다. 우리가 직접 만들지는 않았지만 요리하는 과정을 지켜 본 망고찰밥을 먹었다. 망고찰밥은 찹쌀로만 밥을 짓고 망고와 특이한 소스와 곁들여 먹었다. 맛은 오묘했다. 나한테는 그닥 맛있지 않았다.,3
"우리나라는 좀 미친 것 같다. 남여 평등 한 사회를 만들자면서 남여 평등 주의자라는 말인 페미니스트라는 말을 ""너, 설마 페미해?""라며 페미가 정말 나쁘다는 듯이 말한다.  그리고 그 말을 듣는 나는 도대체 페미니스트를 뭐라고 생각하지 하는 생각과 함께 저 사람의 무지에 탄복한다. 그리규 내가 페미니스트는 남여가 평등한 사회를 만들자는 이야기이고 남여라는 말에서 왜 사람들이 여남이라고는 이야기 하지 않는 지에 대해 물어보면 다들 99퍼 내가 아무튼 '페미'라는 나쁜 사람이고 어쨌든 네가 하는 소리는 나쁜 말라는 스텐스를 취한다. 그리고 잠깐 생각 해봤는데 그럴 수 밖에. 진짜 나이스한 사람은 ""너...페미해?""같은 무례한 이야기를 하지 않거든. 내가 진짜 페미를 하든 안 하든 의도는 나를 깍아내리고 싶다는 거잖아. 그 나이스한 사람들 중에서도 나이브한 생각들을 가진 사람이 있겠지만 그 말을 굳이 입 밖으로 꺼내지 않는 것도 꽤나 똑똑한 일이다.",3
"나는 성급하다. 성급하고 나의 선택을 믿는다. 가장 위험하고 쓸모없는 성격이다. 책 1권만 읽은 사람이 자신의 세계를 구축해서 만든 신념을 굳게 믿는 타입이랄까. 이렇게 세상 물정 모르고 안전한 길로만 다녔으면서,  나한테 가장 좋은선택이 무엇인지 다 아는것처럼 행동해버린다. 나보다 더 많고 넓은 경험을 한 사람들, 더 오래 살아 지혜로운 사람들의 말은 '거 그쪽이 뭘 알겠어요'라며 넘겨버린다. 확실한 건 대부분의 상황에서 그들이 옳았고 난 후회를하고 또 예의없게 행동한다는 것이다.",3
이게 싫으시면 이렇게 합의를 해달라.,3
이루지 못할바엔 차라리 죽는게 나을지도  모른다.,3
사태가 어떻게 수습될지 언제까지 수습될지는 두고봐야 할 일이겠으나 일상이 마비된 생활을 지내고 있자니 수면습관도 제대로 잡지 못하고 있다,3
배고프니까 밥이나 먹어야지.,3
긴 휴가를 다녀와도 바뀌는 것은 없었다. 새로운 마음이 들진 않았다. 너덜너덜한 몸과 마음을 추슬러 그래도 제대로 형태를 갖추게는 한 그정도였다. 나는 새로운 답을 찾아야했다. 그건 아직도 진행중이다.,3
"나의 취미, 나의 흥미를 다 무시하고 모의고사만 기계처럼 푸는게 싫다",3
"그만 슬퍼하고, 오래 분노하자.",3
우리나라는 학생들에게 바라는 게 정말 많은 것 같다.,3
같은 시간에 일하는 오빠 때문에 약간 골치가 아팠었는데 뭐냐면,3
태국은 택시나 버스 대신 배를 탄다. 왜냐하면 짜오프라야강이 방콕을 가로 지르고 있기 때문이다. 배를 타고 왕실에 갔다. 입구에는 군인들이 지키고 있었는데 좀 멋있었다. 왕실전용 사원에 들어가니 보석이 엄청나게 많이 붙어 있어서 너무 번쩍번쩍 했다. 나는 태국의 왕은 되고 싶지만 번쩍번쩍한 것은 싫다. 내가 왕이라면 사원을 다시 만들고 싶다 반짝반짝한 곳에서 못살것같다. 다음으로는 담배를 못피게하면 좋겠다. 그것때문에 목이 아프다. 왕쫌 되면 얼마나 좋을까?,3
"동생은 평소에 형을 어떻게 생각하길래 저런 조크를 자꾸 치는 것일까? 당장 그가 쓴 트윗만 봐서는, 재결합에 대한 제안이 들어왔지만 형은 돈이 모자라서 거절했다고 하는 말로밖에 안 들린다. 하지만 실제로 그런 제안은 없었다고 형이 해명했다. 그리고 누군가(아마도 동생이겠지)에게는 홍보해야 할 싱글이 있다고. 아니, 오죽하면 프로모션 용으로만 사용하던 트위터에 형이 몸소 등장해서 해명하는 트윗을 쓸 수가 있나. 동생이 일방적으로 동생의 아내와 딸에게 협박을 일삼고, 허위 사실을 퍼뜨리고, 그에 대해서 형이 대응하기를 기다리는 것처럼 느껴진다. 형은 자다가 뒤통수 맞은 사람처럼 얼얼해져서 인터뷰에서 동생을 놀리고 까내리고 저격해서 비난하기 마련이지. 어쩌면 동생에게는 채워지지 않은 인정욕구에 대한 결핍이 있는 것은 아닐까? 계속해서 형에게 인정받아야 한다고 생각하는 걸까?",3
"내가 좀 여러가지로 염려증이 있기는 하지만, 이번 신종 코로나 바이러스는 정말 무섭다.",3
그래.. 모든 배움은 시작부터 잘 되기란 쉽지 않고,3
무력 하기에 쉽게 배신 당하며,3
"코로나 19 때문에 좋은점과 나쁜점이 생겼다. 좋은점은 학교 안가고, 학원 안가고 아빠가 가끔 집에서 일한다는 것이다. 나쁜 점은 나빠도 너무 나쁘다. 사람들이 많이 죽고, 사람들이 코로나 19에 많이 걸리고, 밖에서 신나게 뛰어놀수도 없고, 마스크도 써야하고, 손도많이 씻어아 하고, 산책도 많이 해야 한다. 그리고 잔소리도 부쩍 늘었다. 손 씨어라,마스크껴라,산책하자 기타등등 너무 너무 많다. 게다가 3월20일에는 제일 걸리기 쉬워진다고 한다. 코로나 19가 빨리 끝나면 좋겠다. 코로나 너무 싫어!",3
"지금의 생활을 내려놓고 하고 싶은 걸 하게 된다면 조금은 불안정해질 테고 앞으로 어떻게 지낼지, 먼 미래에는 어떻게 살지 고민해야 할 것이다 어쩌면 시간이 지난 뒤 후회를 할 수도 있다 과거의 그때에 왜 그런 선택을 했느냐고.",3
그런데 후드티가 계속 도착하지 않아서 물어봤더니 바보ㅇㅑ 취소했지,3
1. 반존대(우웩)에서 바로 말 깜,3
"수요일, 목요일 관극, 금요일은 구미 가서 관극, 토요일, 일요일도 관극을 했고 월요일은 출근. 정말 쉴 새가 없어 피곤하지 않다고 하면 거짓말이겠지 싶은 나의 스케줄이다.",3
누가 그런 인식을 만들었을까,3
마음같아서는 한 10벌정도사고 싶지만 니트는 단 2일 정도 쓴것이다,3
아무것도 하고 싶지 않다.,3
그 누구도 거역할 수 없는 세월의 무개를 감내하고,3
"학교,자저거타기,보고싶은사람들을 만나는것,여행, 하고 싶은게 많은데 너무 힘들다. 빨리 코로나 바이러스 백신을 만들어서 코로나 바이러스가 없어지면 좋겠다.",3
"시간을 보니11시가 넘었다. 우리 가족은 모두 힘들다. 안 힘들 수가 없다. 하지만, 나는 약간 재미있기도 하였다.",3
"요즘 내 관계에서는 문제라면 문제라고 할 수 있는게 꽤 많다. 아니, 그냥 관계가 없어서 그로 인한 외로움을 겪는다는것이 더 맞는것 일거다. 코로나도 코로나고, 방학까지 겹쳐서 대면하는 사람이 거의 가족밖에 없다. 오는 연락 이라곤 하루에 열통 넘게 오는 긴급재난문자가 다이다. 최근 약 한달동안 내 주변 친구들에 대해서 생각을 해 봤는데, 한명한명 떠올릴수록 결국 나한테 해로운 관계라는 생각이 들었다. 내 자존감을 깎아먹는다거나, 아니면 무례한 행동을 해서 내 기분을 상하게 만든다거나. 이런것들 때문에 나에게 안좋은 영향을 주는 사람들을 주제로 글도 꽤 써봤었다. 이렇게 고찰이라면 고찰인 행동들을 해본 결과, 결국 다 부질없다는 생각이 들었다. 내가 유지해왔던 인간관계나, 이런 행동들을 한 나 자신이나, 그걸로 고민했던 일들 모두 다 말이다. 한번이라도 내가 상대방을 별로라고 생각하면, 나중에 언젠가는 그런 생각을 또 하게 될 것이다. 좀 더 강하게 말이다. 그 과정을 계속 반복하다가 결국 포기하게 된다. 여태껏 이런 과정은 한두번도 아니고 이성관계, 친구관계 가릴 것 없이 많이 겪은 것 같다. 이러한 생각을 하게되니까 내 머릿속에서는 정말 큰 혼란이 왔다. 누구던지 가까워지고 오래 본다면 한번쯤은 단점이 보일것이고, 내 생각대로 안좋은 결말에 도다르게 된다면, 나는 그 누구와도 가까워질 수 없는걸까? 단순히 내 문제인건가? 아니면 원래 사람은 어느정도 거리를 두고 관계를 유지해야 하는 걸까? 아무튼 엄청 복잡하다. 별로 친하지 않거나 알게 된 지 얼마 되지 않은 사람들과는 큰 문제없이 지내는데, 꼭 일정수준 이상 가까운 사람들과는 나 혼자서 기분나빠하든, 서로가 기분 상해서 싸우든, 어느 방식으로든 안좋은 결과가 나오는 것 같다. 적어도 지금 내 상태는 그렇다. 사람들의 조언을 들어도 너가 별로면 그냥 미련없이 손절하는것이 맞다는 의견, 단점이 보이더라도 그걸 다 이해하고 넘기는것도 필요하다는 의견 등 생각들이 다 달라서 어떻게 해야 할지 모르겠다. 나도 어짜피 다른 사람들에게 비춰지는 안좋은 점들이 꽤 있을텐데, 나 혼자만 세상 예민하게 구는 것 같고 생각이 많아진다. 단순히 아직 내가 단점도 이해하고 넘길만한 사람을 만나지 못한걸까? 모르겠다. 최대한 긍정적으로 생각해야지.",3
"시험에 떨어졌다. 대학생이 되어 쉴 틈도 없이 무작정 앞만 보고 달려온 4년은 고작 몇 장의 시험지로, 고작 몇 시간의 시험시간으로 모두 물거품이 되었다. 수 없이 가채점을 했다. 확인하고 확인하고 또 확인하는 행동을 마치 공장 기계처럼 수 없이 반복했지만 나에게 돌아온건 '불합격'이였다. '아 진짜 떨어졌구나.' 라고 확인된 순간 가장 먼저 떠오른 건 엄마의 얼굴이였다. 4년동안의 나의 노력이 아닌 엄마의 실망한 표정이 가장 먼저 떠올랐고 두려웠다. 어쩌면 인생에서 처음 겪는 실패보다 엄마에게 버려지는것 그것이 가장 두려웠는지도 모른다. 나의 예상대로 엄마는 눈물을 흘리셨다. 엄마의 눈물 한 방울마다 쿵,쿵 나의 세계가 무너졌다. 자책했다. 나를 원망했다. 내 자신이 너무 싫어졌다. 그 날 이후로 나는 방에서 나오지 않는다. 좁은 방 보다 내 마음이 더 답답하였다. 엄마는 다시 일어나서 도전하자며 나를 안아주셨지만 난 그만하고 싶다. 자살시도를 하였다. 목을 메고 숨을 멈췄다. 두렵기 보다는 이제 걱정없이 살아도 된다는 생각에 행복했다. 그러다가 엄마의 얼굴이 떠올랐다. 발버둥 치자 털썩 땅으로 떨어졌다. 눈물이 났다. 저번의 눈물은 내 자신에 대한 눈물이였지만 이번에 흘린 눈물은 엄마에 대한 미안함이였다. 한참을 바닥에 주저앉아 눈물을 흘렸다. 몇 시간이 흐르고 방 문을 열어 거실로 나와보니 엄마가 해주신 김치찌개와 밥이 보였다. 차갑게 식은 국와 밥에 나는 또 눈물을 흘렸다. 옆에 '우리딸 화이팅'이라는 쪽지가 내 마음을 더 아프게 했다. 의자에 앉아 눈물을 흘리며 밥을 먹었다. 나는 아직도 용기가 없다. 단 한번의 실수로 나는 자신감을 잃었다. 모든걸 포기하고 끝내고 싶다. 하지만 그럴때 마다  엄마가 해주신 김치찌개와 흰 쌀밥을 생각할 것이다. 앞으로 마주할 수 많은 실패들은 엄마의 따뜻한 밥 한끼로 이겨낼 것이다. 나와 같이 실패한 그대여, 그대들이여 밖으로 나와 따뜻한 밥 한끼 하며 우리 같이 이겨내보자. 다시 일어나서 앞으로 나아가자. 우리들은 아직 무너지기엔 너무나 반짝이고 있다. 흘리는 눈물을 닦고, 따뜻한 외투를 입고 그렇게 앞으로 다시한번 나아가자.",3
이게 나라냐~~,3
"모든 것이 나를 이루는, 내 세계를 구축하는 무언가일텐데, 그 잘게 부서진 수많은 '나'를 스스로가 매일 너무 쉽게 흘려보내고 있지 않은가.",3
주말에도 공부를 하러 도서관에 오는것이 너무 귀찮았지만,3
"이런 현실을 바꾸기 위해서는 무엇보다 방송업계 종사자의 성인지 감수성이 성장하는 것이 중요하겠지만, 그것이 어렵다면 시청자들은 이러한 유해한 메시지에 지속적으로 노출되는 것을 적극적으로 거부해야 한다. 침묵은 동조로 치환되고 이런 불합리를 모른척 하면 더러운 현실은 점차 몸집을 불려 마침내 우리를 깔아뭉게게 될 것이기 때문이다.",3
자는데 갑자기 화재경보기 같은 게 울렸다. 깜짝 놀라 _서 시간 보니까 새벽 5시 좀 넘어 있었고 밖이 엄청나게 소란스러웠다. 자다 깨서 비몽사몽한 샅애로 가만히 상황 파악하려 앉아 있었다. 진짜 뭔 일 난 건가... 밖으로 나가봐야 하나 한참을 고민하는데 누가 복도에서 내 방문은 아니고 다른 방 방문을 막 두드리는 거다. 그 소리가 엄청 크게 복도 전체에 울렸다. 그 소리를 들으니 정신이 퍼뜩 들었다. 문을 열고 복도를 내다보니 경보는 여전히 울리는 와중 다들 아래로 내려가고 있었다.,3
조금 아쉬워하면서,3
일 년 넘게 일했던 알바를 그만두고 새 알바를 구했다. 같이 일하는 알바들 사장님 다 좋은 사람 같아서 일은 힘들지만 꾹 참고 하고있다.,3
"가해자에 대한 법적 처벌은 가벼웠다. 솜보다 더, 깃털 한 올보다 더, 떠다니는 먼지보다 더. 이해할 수 없었다. 용서한 적도 없는데 왜 죗값만 받으면 용서할 거라고 생각하는 걸까? 사지를 찢어 죽인다고 해도 나는 용서할 수가 없는데. 그 어떤 복수를 한다 해도 속이 풀릴 거 같지 않았다. 그런다고 동생이 돌아오는 것도 아니잖은가.",3
‘이게 모야!’ 하고 생각했다.,3
짜증이 나는데 코로나가 방방곳곳에 쫙~퍼졌는데,3
정도 돈 것 같았다. 너~무~너~무~ 힘들었다. 그리고 또 얼름 땡을,3
내가 우울했을 땐 그냥 세상이 무너지는 것만 같았다. 그냥 온 세상이 나를 거부하고 있는 것만 같았고 살아갈 이유도 살아갈 운명도 아닌 것 같을 만큼 우울했다. 나는 땅 끝까지 들어갔고 더는 돌릴 수도 없을 거 같았다. 밤새 눈물이 났고 잠도 제대로 못 잤으며 그냥 자고 싶지도 않았다. 자지 않으면 머릿속은 우울한 생각들로 가득 찼고 부정적인 생각들로만 가득 채워져서 힘들었다. 이러고 처음 용기를 냈을 시기에는 병원을 가보자였다 물론 나는 미성년자니까 정신과 같은 곳엔 혼자 갈 수 없었다. 부모님께 말해봤자 니가 뭔 우울이야 이겨내야지 이건 이겨낼 수 없는 문제인 거 같은데 말이다. 그래서 잠을 못 잔다는 빌미로 처음 병원을 갔을 땐 초진이면 동네에서 해결이 안 된다고 하였다. 그때 다시 한 번 그냥 세상이 날 또 포기했구나 생각했다. 아빠도 이런 기록 남아봤자 미래에 좋을 거 없다고 꼭 병원에 가야겠냐며 나를 타박했다. 내가 일단 지금 살아야 내 미래도 있는 건데 지금 그걸 걱정하는게 맞나 싶었다. 그냥 다시 포기하려고 마음대로 하라고 했더니 근처 자살예방센터로 전화를 넣어 그곳으로 상담을 다니게 되었다. 처음 갔을 때엔 내 마음을 다 말하는게 무서웠고 믿어줄까도 생각했는데 막상 말하기 시작하니까 신기했고 공감해주는 사람이 있다는 것에 감사했다. 자해 이야기도 아무한테도 말하지 않을 것 같았는데 처음으로 꺼내게 되었고 결국 이 얘기는 엄마한테 들어가게 되었다. 사실 나도 무서워서 자해는 싶하게 못 했는데 한 번해보니까 쉽더라 결국 상담을 많이 다니고 병원 소견이 나와서 병원도 다녀오고 그러니까 자연스럽게 우울했던 마음은 사라지게 되었다.,3
