lyric,Emotion
"""Had to sit you down it\'s a time out""",3
"""It's a beautiful day""",3
하나같이 외모 지상주의 망치로 뒤통수 한대 맞은 듯이 머릿속이 띵하고 어지러워,3
"""This has taken me aback""",3
그래 나 독한 맘으로 널 버리려 했어,3
"""Skwody let me see you brush your guns""",3
왜 그렇게 한없이 얘길해,3
"""Hands hair and words Are all over the place""",3
Bamboo sticks all in the jeep,3
"""Girl don't tryna play with me""",3
난 행복에 인색해,3
뒤지겠어 신념 빌어 처먹다 굶어 뒤지겠어,3
Road trip tough love,3
절대 넘지 말라고 그 누가 뭐라 하든 이미 밟아 버린걸요,3
큰 비명소리는 마성의 멜로디 검은 독기의 연결 고리 사방 팔방 오방 가서 푸는 고삐 whoo,3
"""자신 없으면 저 뒤로 뒤로 뒤로 물러서면 되지 왜 자꾸 떠드니 네 속이 훤히 보이는 건 아니""",3
왜 이제야 나왔어,3
Feeling the pressure,3
In a big brown house,3
"""I don't wanna go through that war""",3
Chain breaker earth shaker rain maker,3
But I know them birds saw me,3
아차 하면 밟혀,3
"""You a bum bitch so If he broke tell him pava""",3
"""Can't keep a conversation""",3
"""I ain't even got no downtime""",3
절대 넘지 말라고 그 누가 뭐라 하든 이미 밟아 버린걸요,3
"""이제와 뭘 해도 넌 Nothing (Nothing to say) 크게 의미 없는 Punch 시작부터 차이 나는 Game Always winning never lose 뻔히 보이는 Plot (What's coming) 너의 결말은 Knock down yeah""",3
"""Won't you try and have some mercy on me?""",3
아주 나를 말려 죽이세요,3
All the things you said in my head,3
왜 이제야 나왔어,3
혹시 내 생각에 힘겹진 않은지,3
단물이 빠진 채 이 모진 단어가 입안을 돌잖아,3
"""We're all food for the bloodsuckers""",3
"""Always second guessing love""",3
"""If I dial your number Don\'t pick up the phone""",3
If he wanted to he would,3
난 점점 네가 좋아진단 말이야,3
죽을 만큼 힘들게 하고 있냐고,3
"""Damn I ain't get to be a billionaire yet""",3
몇번을 말하려 했는데 (자꾸 입이) 떨어지지가 않아,3
차렷 경례 고갤 더 숙여야지 아님 선생님께 혼나 빨리,3
"""I'm findin' it hard to be here sincerely""",3
"""I'm findin' it hard to be here sincerely""",3
말해주려는데 파도 같았던 물살에 못 이겨 너를 놓쳐버릴까,3
답장 와도 문제야,3
Beep Stop it 거리 유지해,3
"""Cut 'em all off like""",3
북향인 내 방에서 늘 피곤해,3
있으려고 그저 가만있기 싫어,3
매일매일 자라는 사랑을 그녀에게 주는데도 받질 않으니,3
왜 이제야 나왔어,3
빠뿌빠,3
지루해 널 기다리는건 시계초침 소리만 들려와,3
"""I'm findin' it hard to be here sincerely""",3
"""I don\'t want you thinking I\'m a cop out""",3
지루해 널 기다리는건 시계초침 소리만 들려와,3
아주 나를 말려 죽이세요,3
나에게만 나에게만 들리는 소음이 멈추질 않네,3
"""이 밤은 너무 위험해""",3
왜 이렇게 된 건지,3
여자면 참하란 법은 내가 깨버린 규칙 넌 밤에 이불에 지도 그릴지도 모르지 워,3
"""Dangerous thoughts but I was bright""",3
시간은 기다려주지 않았지,3
"""I've lied for you",3
한다면 하는 놈 그게 나 싫은 건 싫다고 말할 줄도 알아야지,3
I hate watching you lie to other people,3
잔소리는 Stop it,3
그 사람 때문이라 해도,3
Life a bitch,3
"""A hundred percent of you is A fifth of a percent of me""",3
Head ah mash-up,3
"""Had to sit you down it\'s a time out""",3
"""Niggas that I don't know la la la la la la la la""",3
Feeling the pressure,3
"""All my life I have been fighting""",3
열심히 노력해봐도 이뤄지지 않는 게 있지,3
맘대로 부려 uh,3
No like that shxt in my suitcase,3
이러면 안 될 거 아는데 너 앞에만 서면 나락,3
I convince mami to creep on the DL,3
"""Gazin' out in public but your mama made me snap out""",3
"""Had to sit you down it\'s a time out""",3
비명과 함께 깼네 함께 깼네,3
"""I ain't even got no downtime""",3
"""Oh baby I’m upset 느껴져 lately""",3
왜 아직도 너만 눈치 없게 굴어,3
나 이젠 널 생각해 내기 조차 너무나 힘들어,3
깨버리기 싫어,3
잔소리는 Stop it,3
"""I'm up in my head a lot""",3
왜 이제야 나왔어,3
"""Hands hair and words Are all over the place""",3
뭐가 그렇게 걱정이 되나요,3
Who destroyed your life?,3
넌 내맘 믿질 않잖아,3
"""I can't even tell""",3
"""It's a beautiful day""",3
왜 이제야 나왔어,3
모든 게 돈 세상 원 안에 갇힌 너,3
내 속엔 내가 어쩔 수 없는 어둠,3
내가 훨씬 더 잘해줄 거란 걸 알면서도 왜 그래 그래 그래,3
Back off back off,3
to make you trust all my words and get betrayed,3
"""Survival Survival Survival""",3
올 것 같던 좋던 일은 오지 않고,3
Back off back off,3
"""'Til you realize",3
아무리 말해봐도 왜 너만 몰라,3
지루해 널 기다리는건 시계초침 소리만 들려와,3
Why you gonna be so sad Rub some dirt on it,3
절대 넘지 말라고 그 누가 뭐라 하든 이미 밟아 버린걸요,3
"""56. And I dare one of these hoes come tell me I can't""",3
"""Nobody will evade him Finna kill \'em and dump All the fuckin\' bodies in the lake""",3
깨깨깨깨깨깨깨깨 깨깨깨깨깨,3
To the end,3
"""자신 없으면 저 뒤로 뒤로 뒤로 물러서면 되지 왜 자꾸 떠드니 네 속이 훤히 보이는 건 아니""",3
"""Don't touch me don't touch me""",3
Never paid any mind to my mother or friends so I,3
"""But I'm too scared to show you""",3
계속 난 멈춰 있어,3
"""You a bum bitch so If he broke tell him pava""",3
"""56. And I dare one of these hoes come tell me I can't""",3
"""Cut 'em all off like""",3
넌 말 안 해도 다 알어 내가 원하는 답변,3
삐빠삐빠삐빠뿌,3
"""Don't call me""",3
No thanks 좀 삐뚤다고 자를 대니 Think about it,3
"""I'm findin' it hard to be here sincerely""",3
매일을 힘겹게 살고,3
yeah,3
꾸꾸꾸꾸꿈 깨 깨버리기 싫어,3
나를 보고 웃기라도 하는 날엔 하루 종일 아무것도 할 수 없네,3
여자면 참하란 법은 내가 깨버린 규칙 넌 밤에 이불에 지도 그릴지도 모르지 워,3
난 행복에 인색해,3
넌 말 안 해도 다 알어 내가 원하는 답변,3
절대 넘지 말라고 그 누가 뭐라 하든 이미 밟아 버린걸요,3
그런 날 왜 너는 못 이해해,3
또 믿겠어 믿겠어 잘해나갈거라 나는 믿겠어,3
깨버리기 싫어,3
"""Had to sit you down it\'s a time out""",3
난 행복에 눈이 멀어서 네 마음을 볼 수 없었지,3
"""이 밤이 또 지나면 나는 그게 너무 싫어""",3
Why you gonna be so sad Rub some dirt on it,3
넌 내맘 믿질 않잖아,3
"""I don\'t want to hurt \'em But I did \'em in a fit of rage""",3
Fxxx that 입 달고 살아,3
Road trip tough love,3
왜 아직도 너만 눈치 없게 굴어,3
Who destroyed your life?,3
Rum rum rum Rumble 다 Crumble,3
Gotta go hard (Gotta go hard),3
"""I'm just running from the violence""",3
"""Killed my ego now I\'m snappin\' like it\'s \'09""",3
비명과 함께 깼네 함께 깼네,3
"""자신 없으면 저 뒤로 뒤로 뒤로 물러서면 되지 왜 자꾸 떠드니 네 속이 훤히 보이는 건 아니""",3
올 것 같던 좋던 일은 오지 않고,3
괜히 막 심술이 나서 자기 전엔 뭘 할지 뭐가 필요할지,3
"""I can't even tell""",3
"""자신 없으면 저 뒤로 뒤로 뒤로 물러서면 되지 왜 자꾸 떠드니 네 속이 훤히 보이는 건 아니""",3
난 행복에 눈이 멀어서 네 마음을 볼 수 없었지,3
"""You a bum bitch so If he broke tell him pava""",3
"""Cut 'em all off like""",3
"""I feel my body giving up""",3
넌 말 안 해도 다 알어 내가 원하는 답변,3
So maybe I just need to Break up with the thought of you yeah,3
but somehow,3
"""I'm findin' it hard to be here sincerely""",3
"""A hundred percent of you is A fifth of a percent of me""",3
"""Dangerous thoughts but I was bright""",3
나쁜 건 몸에 바짝 달고 사는데,3
그댄 어떤가요 (말을 하기 전엔 생각 좀 하기를),3
wrecking ball,3
"""Girl don't tryna play with me""",3
"""I'm so mad mad""",3
"""I'm findin' it hard to be here sincerely""",3
절대 넘지 말라고 그 누가 뭐라 하든 이미 밟아 버린걸요,3
"""Nah haters can\'t relate""",3
태가 달라진 건 아마 스트레스 때문인가?,3
Yeah 집 가기 싫어,3
Gladiator,3
"""We are children of the streets""",3
"""Go call my chauffeur bitch 'Cause I don't like to drive""",3
But you show up today just to ruin things,3
절대 넘지 말라고 그 누가 뭐라 하든 이미 밟아 버린걸요,3
익숙해진 아픈 마음들 자꾸 너와 날 놓아주지 않아,3
안돼,3
어서 머뭇거리다간 금세 어두워질 걸,3
"""You think ya big boi throwing three stacks""",3
"""Lookin' higher than them airplane views Y'all getting fucked in your deals And they share that lube""",3
"""I said I I I don't give a fuck""",3
안된다는 거 나도 알아,3
"""So I\'m a killer (whoo!) A natural born killer""",3
추운 겨울이 다가와 힘겨울지도 몰라,3
"""Don't know what happened Pop pills do what you feel""",3
꾸꾸꾸꾸꿈 깨 깨버리기 싫어,3
안된다는 거 나도 알아,3
소리 지르는 것 또 내려진 결론 뒤에 남아,3
흐트러진 중력에 힘을 빼앗긴 채,3
Making money off girls like me,3
"""Won't you try and have some mercy on me?""",3
"""I'm up in my head a lot""",3
"""You a bum bitch so If he broke tell him pava""",3
다 알아 서로 다른 하루 보내고 지쳐,3
눈을 감아봐도 스며들어와 그댄 어떡해야 하나,3
"""자신 없으면 저 뒤로 뒤로 뒤로 물러서면 되지 왜 자꾸 떠드니 네 속이 훤히 보이는 건 아니""",3
괜찮아 눈물아 눈물아 제발 멈춰줘 자꾸 비처럼 내리고 내리고 내렸어,3
깨 부시고 싶어,3
꾸 꿈 깨기 싫다고 꿈꿈꿈꿈꿈꿈꿈,3
I I I gotta blow it up,3
"""자신 없으면 저 뒤로 뒤로 뒤로 물러서면 되지 왜 자꾸 떠드니 네 속이 훤히 보이는 건 아니""",3
fuck it,3
봄날이 다가오면 벌써부터 겁이 나,3
"""But I don't know how to""",3
Telling me that I should give up,3
Beep Stop it 거리 유지해,3
"""Please don\'t piss me off""",3
Bamboo sticks all in the jeep,3
Who destroyed your life?,3
I want to die on the dance floor,3
"""You're lost to me ya""",3
내가 나를 알 수 없어서 이 모든 게 다 두려워 하지만,3
Pow pow 네가 뭘 알아 견딜 수 없어,3
"""I don\'t want to hurt \'em But I did \'em in a fit of rage""",3
Never paid any mind to my mother or friends so I,3
"""It took a lot to give a fuck \'bout punks like me""",3
안된다는 거 나도 알아,3
"""I don\'t want you thinking I\'m a cop out""",3
"""Nah haters can\'t relate""",3
생각이 너무 많아 밤에는 못 자고 있지,3
"""When I'm the one who's at war""",3
"""I'm up in my head a lot""",3
이런 장난은 재미없어,3
"""So I\'m a killer (whoo!) A natural born killer""",3
해선 안될 말이 있어,3
Sometimes I try so hard to fight,3
The most wanted in gotham,3
"""They try to keep me down""",3
아잇 작정하고 나와라,3
큰 비명소리는 마성의 멜로디 검은 독기의 연결 고리 사방 팔방 오방 가서 푸는 고삐 whoo,3
"""자신 없으면 저 뒤로 뒤로 뒤로 물러서면 되지 왜 자꾸 떠드니 네 속이 훤히 보이는 건 아니""",3
피곤하니 쉬어야겠다며 짜증 섞인 말투로,3
"""I don't wanna go through that war""",3
안돼,3
"""Being an artist that\'s the best excuse for being crazy""",3
"""Gazin' out in public but your mama made me snap out""",3
"""'Cause I'm cleanin' out my closet""",3
못 견딜 때 딱 한 번만,3
또 믿겠어 믿겠어 잘해나갈거라 나는 믿겠어,3
또 믿겠어 믿겠어 잘해나갈거라 나는 믿겠어,3
왜 이렇게 된 건지,3
Make up your mind,3
난 손톱이 자라난 줄도 모르게 좀 바빠요,3
To my every weakness,3
나쁜 버릇은 어떡해야 고쳐질까 알아 쉽진 않겠지,3
깨버리기 싫어,3
또 믿겠어 믿겠어 잘해나갈거라 나는 믿겠어,3
나 혼자선 할 수 있는 게 단 하나도 없어,3
"""I'm findin' it hard to be here sincerely""",3
온종일 내 이름만 서치해 내 흔적들을 찾아 핥아 대,3
더 내려갈 곳도 없는데 그만 내려가고 싶은데,3
나 너랑 있음 행복해 기분이 좋아져 어떡해야 돼 eh eh,3
비가내려서 맘이굳은 난 더이상 멈출수없어,3
여자면 참하란 법은 내가 깨버린 규칙 넌 밤에 이불에 지도 그릴지도 모르지 워,3
잔소리는 Stop it,3
"""Why is living so hard""",3
잠들지 못하는 밤 일어나지 못하는 아침,3
"""And it\'s all out of tune""",3
Pow pow 네가 뭘 알아 견딜 수 없어,3
"""일에 집중이 안 돼""",3
Who destroyed your life?,3
이러면 안 될 거 아는데 너 앞에만 서면 나락,3
To my every weakness,3
오늘의 날씨는 실패다,3
Life a bitch,3
내가 훨씬 더 잘해줄 거란 걸 알면서도 왜 그래 그래 그래,3
All the things you said in my head,3
지루해 널 기다리는건 시계초침 소리만 들려와,3
그만둬 거기까지 해,3
Bamboo sticks all in the jeep,3
같은 말 하게 하지 마,3
차렷 경례 고갤 더 숙여야지 아님 선생님께 혼나 빨리,3
어렸을 때 꿈을 이뤘어 꿈을 크게 꿨어야 했는데 어제 이불 배게 바꿨어 2번 실패 3번 성공,3
잡으려 하면 할수록 점점 더 멀어지는 우리가 어떻게 돌아갈 수 있겠어,3
"""If it's gonna hurt Will it be worth it And will I recover""",3
"""Being an artist that\'s the best excuse for being crazy""",3
"""Way too much whiskey in my blood""",3
내 립스틱이 불편하면 그만 쳐다봐,3
그 순간을 놓친 죄로 또 길을 잃고 세월에 휩쓸려 헤매 다니는 어리석은 내가 있지,3
To my every weakness,3
"""It's always you against your""",3
왜 이제야 나왔어,3
"""이 밤은 너무 위험해""",3
몇번을 말하려 했는데 (자꾸 입이) 떨어지지가 않아,3
"""Why is living so hard""",3
"""56. And I dare one of these hoes come tell me I can't""",3
"""I ain't gonna rush it no lie""",3
같은 말 하게 하지 마,3
오늘의 날씨는 실패다,3
Shiny on the surface Rotten on the inside,3
오늘의 날씨는 실패다,3
Who destroyed your life?,3
"""I'm findin' it hard to be here sincerely""",3
또 믿겠어 믿겠어 잘해나갈거라 나는 믿겠어,3
절대 넘지 말라고 그 누가 뭐라 하든 이미 밟아 버린걸요,3
단물이 빠진 채 이 모진 단어가 입안을 돌잖아,3
같은 말 하게 하지 마,3
"""Cut 'em all off like""",3
"""Nah haters can\'t relate""",3
나를 마구 할퀴어도 좋아,3
깨버리기 싫어,3
오해 하고 지치고 이해 하려 애쓰다,3
안돼,3
Telling me that I should give up,3
나 혼자선 할 수 있는 게 단 하나도 없어,3
"""But I\'m still from the trenches""",3
화요일도 성급해 보이지 안 그래,3
"""Cut 'em all off like""",3
못 견딜 때 딱 한 번만,3
매일을 힘겹게 살고,3
Hello stuP I D 그 선 넘으면 정색이야,3
그 사람 때문이라 해도,3
"""Beg me for mercy Admit you were toxic""",3
나쁜 건 몸에 바짝 달고 사는데,3
No thanks 좀 삐뚤다고 자를 대니 Think about it,3
"""But the lesson plan he can't recall""",3
올 것 같던 좋던 일은 오지 않고,3
"""Can't keep a conversation""",3
"""It\'s fuckin\' hard yeah""",3
올 것 같던 좋던 일은 오지 않고,3
익숙해진 아픈 마음들 자꾸 너와 날 놓아주지 않아,3
Oh,3
이럼 나도 못 참아,3
대책이 없어 보여도,3
"""Go call my chauffeur bitch 'Cause I don't like to drive""",3
"""I don\'t want to hurt \'em But I did \'em in a fit of rage""",3
내 립스틱이 불편하면 그만 쳐다봐,3
모든 게 돈 세상 원 안에 갇힌 너,3
점점 깊숙이 빠져간다 Eh-oh,3
"""Girl don't tryna play with me""",3
그러다 지쳐,3
"""If I dial your number Don\'t pick up the phone""",3
"""When you're down",3
"""내 뜻대로 되지 않아 흔한 filter조차 없어""",3
Heard one too many lies,3
차렷 경례 고갤 더 숙여야지 아님 선생님께 혼나 빨리,3
뭐가 그렇게 걱정이 되나요,3
아님 어디 한번 기어 올라와 보던가,3
"""Hands hair and words Are all over the place""",3
No thanks 좀 삐뚤다고 자를 대니 Think about it,3
"""Can't keep a conversation""",3
"""And now I'm trippin' off the deep end (deep end)""",3
북향인 내 방에서 늘 피곤해,3
"""Why don't you say so""",3
다소문내요,3
혹시 내 생각에 힘겹진 않은지,3
벌써 몇 해 전 일이란 게 마음이 또 차가워져서,3
여자면 참하란 법은 내가 깨버린 규칙 넌 밤에 이불에 지도 그릴지도 모르지 워,3
"""I drink myself to sleep who cares?""",3
"""Survival Survival Survival""",3
나쁜 건 몸에 바짝 달고 사는데,3
But I know them birds saw me,3
끝났다고 해 다들 No no 이젠 무시해 다 지겨워,3
왜 그렇게 한없이 얘길해,3
"""I've lied for you",3
"""Lookin' higher than them airplane views Y'all getting fucked in your deals And they share that lube""",3
"""'Rilla grip it's too tight""",3
Chain breaker earth shaker rain maker,3
또 믿겠어 믿겠어 잘해나갈거라 나는 믿겠어,3
"and I'm physically ill""",3
Oh,3
난 점점 네가 좋아진단 말이야,3
"""Why don't you say so""",3
If he wanted to he would,3
내 왜 뻔한 해피 엔딩을 강요해,3
외면할 필요 없어 Do it do it over,3
"""If I dial your number Don\'t pick up the phone""",3
"""We're all food for the bloodsuckers""",3
제발 이 거친 파도가 날 집어 삼키지 않게,3
"""I don\'t know why 나는 너와 싸우기 싫어 조금 있다 전화해""",3
난 행복에 인색해,3
Making money off girls like me,3
추운 겨울이 다가와 힘겨울지도 몰라,3
"""Being an artist that\'s the best excuse for being crazy""",3
참자니 내 가슴을 스트레스에 용광로,3
차렷 경례 고갤 더 숙여야지 아님 선생님께 혼나 빨리,3
"""Had to sit you down it\'s a time out""",3
고단한 오늘이 지나가도록,3
But I know them birds saw me,3
"""You don't give a fail about 여느 고딩 같은 내게""",3
"""When I'm the one who's at war""",3
"""Don't you say that I gotta get away blah blah oh""",3
but somehow,3
"""자신 없으면 저 뒤로 뒤로 뒤로 물러서면 되지 왜 자꾸 떠드니 네 속이 훤히 보이는 건 아니""",3
"""Killed my ego now I\'m snappin\' like it\'s \'09""",3
나를 마구 할퀴어도 좋아,3
다가오지 마 제발 멈춰 줄래,3
"""Hopped in the range can't feel my face""",3
Bad Bad Bad Bet a bad bad girl,3
왜 아직도 너만 눈치 없게 굴어,3
혹시 내 생각에 힘겹진 않은지,3
"""Can't keep a conversation""",3
안된다는 거 나도 알아,3
"""I can't even tell""",3
"""'Til you realize",3
"""이제와 뭘 해도 넌 Nothing (Nothing to say) 크게 의미 없는 Punch 시작부터 차이 나는 Game Always winning never lose 뻔히 보이는 Plot (What's coming) 너의 결말은 Knock down yeah""",3
"""Cut 'em all off like""",3
답장 와도 문제야,3
"""So I\'m a killer (whoo!) A natural born killer""",3
Oh,3
나를 보고 웃기라도 하는 날엔 하루 종일 아무것도 할 수 없네,3
난 끝일까 봐 다신 못 볼까 봐,3
진심이 아닌 모진 독설로 그리 서로를 아프게 했던 시절,3
"""일에 집중이 안 돼""",3
"""My heavy machinery so""",3
너만 빼고 다 아는데 너 그거 몰라,3
너만 빼고 다 아는데 너 그거 몰라,3
You better leave,3
"""Hands hair and words Are all over the place""",3
"""Cut 'em all off like""",3
외면할 필요 없어 Do it do it over,3
I I I gotta blow it up,3
다가오지 마 제발 멈춰 줄래,3
"""It took a lot to give a fuck \'bout punks like me""",3
"""Why don't you?""",3
너 요즘 너 별로야,3
"""Killed my ego now I\'m snappin\' like it\'s \'09""",3
"""Godzilla fire spitter monster Blood on the dance floor And on the Louis V carpet""",3
"""No it's nothing wrong with me""",3
제발 이 거친 파도가 날 집어 삼키지 않게,3
답장 와도 문제야,3
"""Won't you try and have some mercy on me?""",3
넌 내맘 믿질 않잖아,3
못 견딜 때 딱 한 번만,3
Shiny on the surface Rotten on the inside,3
"""Unstable eyes""",3
"""Aren't you tired of same old""",3
모든 게 돈 세상 원 안에 갇힌 너,3
난 손톱이 자라난 줄도 모르게 좀 바빠요,3
"""Survival Survival Survival""",3
"""I'm up in my head a lot""",3
"""이제와 뭘 해도 넌 Nothing (Nothing to say) 크게 의미 없는 Punch 시작부터 차이 나는 Game Always winning never lose 뻔히 보이는 Plot (What's coming) 너의 결말은 Knock down yeah""",3
난 점점 네가 좋아진단 말이야,3
참자니 내 가슴을 스트레스에 용광로,3
to make you trust all my words and get betrayed,3
Making money off girls like me,3
고단한 오늘이 지나가도록,3
시뮬레이션 그쯤 했음 직접 나서야지,3
"""Hopped in the range can't feel my face""",3
매일매일 자라는 사랑을 그녀에게 주는데도 받질 않으니,3
"""You think ya big boi throwing three stacks""",3
"""I don\'t want you thinking I\'m a cop out""",3
"""We're all food for the bloodsuckers""",3
"""Lookin' higher than them airplane views Y'all getting fucked in your deals And they share that lube""",3
익숙해진 아픈 마음들 자꾸 너와 날 놓아주지 않아,3
그런 날 왜 너는 못 이해해,3
왜 이렇게 된 건지,3
용감하게 씩씩하게 오늘의 당신을 버려봐요,3
Never paid any mind to my mother or friends so I,3
"""Girl don't tryna play with me""",3
외면할 필요 없어 Do it do it over,3
또 믿겠어 믿겠어 잘해나갈거라 나는 믿겠어,3
I convince mami to creep on the DL,3
난 행복에 인색해,3
내가 나를 알 수 없어서 이 모든 게 다 두려워 하지만,3
"""내 뜻대로 되지 않아 흔한 filter조차 없어""",3
"""Dangerous thoughts but I was bright""",3
계속 난 멈춰 있어,3
난 끝일까 봐 다신 못 볼까 봐,3
No cure for the ig disease,3
Chain breaker earth shaker rain maker,3
그만둬 거기까지 해,3
화요일도 성급해 보이지 안 그래,3
Who destroyed your life?,3
"""'Why do these demons control you?'""",3
"""Please don\'t piss me off""",3
"""I'll break us on purpose""",3
"""Or those chains or that ice or them cars",3
"""I will live nothing like my past""",3
태가 달라진 건 아마 스트레스 때문인가?,3
"""Survival Survival Survival""",3
"""Girl don't tryna play with me""",3
당신의 쉴 자리를 뺏고,3
wrecking ball,3
나는 지금 여기에 살아있어 차는 숨을 내쉬며 살아있어,3
Back off back off,3
If he wanted to he would,3
이젠 숨도 쉴 수가 없는데,3
"""You're all drunk in my kitchen""",3
몇번을 말하려 했는데 (자꾸 입이) 떨어지지가 않아,3
"""I don\'t want you thinking I\'m a cop out""",3
"""I'm findin' it hard to be here sincerely""",3
태가 달라진 건 아마 스트레스 때문인가?,3
왜 내 맘을 흔드는 건데,3
Beep Stop it 거리 유지해,3
있으려고 그저 가만있기 싫어,3
말해주려는데 파도 같았던 물살에 못 이겨 너를 놓쳐버릴까,3
"""이 밤은 너무 위험해""",3
어렸을 때 꿈을 이뤘어 꿈을 크게 꿨어야 했는데 어제 이불 배게 바꿨어 2번 실패 3번 성공,3
"""You don't give a fail about 여느 고딩 같은 내게""",3
난 행복에 인색해,3
오해 하고 지치고 이해 하려 애쓰다,3
귀를 막아도 빗소린 그치지 않죠,3
"""Dangerous thoughts but I was bright""",3
모든 게 돈 세상 원 안에 갇힌 너,3
같은 말 하게 하지 마,3
그 사람 때문이라 해도,3
그만둬 거기까지 해,3
벌써 몇 해 전 일이란 게 마음이 또 차가워져서,3
ur just horny and fucked up at 2 am in the morning,3
해선 안될 말이 있어,3
올 것 같던 좋던 일은 오지 않고,3
난 점점 네가 좋아진단 말이야,3
But when the lights go low you know I lose control,3
No thanks 좀 삐뚤다고 자를 대니 Think about it,3
"""이제와 뭘 해도 넌 Nothing (Nothing to say) 크게 의미 없는 Punch 시작부터 차이 나는 Game Always winning never lose 뻔히 보이는 Plot (What's coming) 너의 결말은 Knock down yeah""",3
Gotta go hard (Gotta go hard),3
"""Lookin' higher than them airplane views Y'all getting fucked in your deals And they share that lube""",3
But I know them birds saw me,3
시뮬레이션 그쯤 했음 직접 나서야지,3
"""I don\'t want you thinking I\'m a cop out""",3
해선 안될 말이 있어,3
"""When I was blinded in doubt of the outcome""",3
"""이 밤이 또 지나면 나는 그게 너무 싫어""",3
I must be mistaken,3
"""When I was blinded in doubt of the outcome""",3
왜 이렇게 된 건지,3
지루해 널 기다리는건 시계초침 소리만 들려와,3
Back off back off,3
어제 너는 나를 버렸어,3
만남은 쉽고 이별은 어려워,3
"""Go call my chauffeur bitch 'Cause I don't like to drive""",3
"""Beg me for mercy Admit you were toxic""",3
"""Won't you try and have some mercy on me?""",3
그래도 내맘이더 앞서 말해보려 했어 말문이더 막히는데,3
"""Nobody will evade him Finna kill \'em and dump All the fuckin\' bodies in the lake""",3
"""It\'s fuckin\' hard yeah""",3
"""Is that all I'm good for?""",3
일도 잘 안 잡히고 집중이 안 돼,3
난 행복에 인색해,3
아잇 작정하고 나와라,3
"""Obliterating everything incinerate And renegade \'em""",3
"""Way too much whiskey in my blood""",3
난 점점 네가 좋아진단 말이야,3
시끄러운 빈 수레 누가 날 찌질하다 비웃든 세상에 패자로 소개되든 나는 딱 이거뿐야,3
"""But I don't know how to""",3
"""Oh baby I’m upset 느껴져 lately""",3
온종일 내 이름만 서치해 내 흔적들을 찾아 핥아 대,3
고단한 오늘이 지나가도록,3
깨버리기 싫어,3
자꾸 늘어가서 조금 당황스러운 이 마음,3
"""Please don\'t piss me off""",3
ur just horny and fucked up at 2 am in the morning,3
"""I can't wait longer""",3
비명과 함께 깼네 함께 깼네,3
"""'Cause I'm cleanin' out my closet""",3
"""So I\'m a killer (whoo!) A natural born killer""",3
"""일에 집중이 안 돼""",3
My Overthinking Over and over,3
나 이젠 널 생각해 내기 조차 너무나 힘들어,3
"""Unstable eyes""",3
On something I wanna riot,3
"""'Cause I'm cleanin' out my closet""",3
All the things you said in my head,3
And throw all my stuff straight on the ground,3
"""Lookin' higher than them airplane views Y'all getting fucked in your deals And they share that lube""",3
"""'Why do these demons control you?'""",3
Head ah mash-up,3
"""'Cause I'm cleanin' out my closet""",3
"""A hundred percent of you is A fifth of a percent of me""",3
깨 부시고 싶어,3
"""I will overcome""",3
말해주려는데 파도 같았던 물살에 못 이겨 너를 놓쳐버릴까,3
나에게만 나에게만 들리는 소음이 멈추질 않네,3
자꾸만 망설여 지는것같아,3
"""Beg me for mercy Admit you were toxic""",3
"""You're all drunk in my kitchen""",3
왜 이제야 나왔어,3
그 순간을 놓친 죄로 또 길을 잃고 세월에 휩쓸려 헤매 다니는 어리석은 내가 있지,3
다 마음대로 안 돼 어쩌겠어 (됐어),3
"""Aren't you tired of same old""",3
익숙해진 아픈 마음들 자꾸 너와 날 놓아주지 않아,3
Chain breaker earth shaker rain maker,3
난 점점 네가 좋아진단 말이야,3
"""I'm up in my head a lot""",3
"""Don't know what happened Pop pills do what you feel""",3
"""Girl don't tryna play with me""",3
Beep Stop it 거리 유지해,3
나 혼자선 할 수 있는 게 단 하나도 없어,3
"""So I\'m a killer (whoo!) A natural born killer""",3
올 것 같던 좋던 일은 오지 않고,3
오해 하고 지치고 이해 하려 애쓰다,3
"""자신 없으면 저 뒤로 뒤로 뒤로 물러서면 되지 왜 자꾸 떠드니 네 속이 훤히 보이는 건 아니""",3
올 것 같던 좋던 일은 오지 않고,3
낮에는 이랬다 밤에는 저랬다 깰 수 없는 너라는 게임,3
또 믿겠어 믿겠어 잘해나갈거라 나는 믿겠어,3
My Overthinking Over and over,3
괜찮아 눈물아 눈물아 제발 멈춰줘 자꾸 비처럼 내리고 내리고 내렸어,3
Gotta get a hold of it,3
단물이 빠진 채 이 모진 단어가 입안을 돌잖아,3
Lost the culture,3
자꾸 늘어가서 조금 당황스러운 이 마음,3
답장 와도 문제야,3
"""Don't you say that I gotta get away blah blah oh""",3
아무리 말해봐도 왜 너만 몰라,3
"""It\'s fuckin\' hard yeah""",3
빠뿌빠,3
No thanks 좀 삐뚤다고 자를 대니 Think about it,3
To the end,3
단물이 빠진 채 이 모진 단어가 입안을 돌잖아,3
바보처럼 나는 질투나 질투나 나에게만 보여 줘,3
Breathe in and out Breathe in and O-ut and O _ O _ Out,3
"""But I don't know how to""",3
I must be mistaken,3
가지가지 처치곤란한 밤,3
Road trip tough love,3
빠뿌빠,3
빠뿌빠,3
제발 이제는 충분한 걸 더이상 나 얼마나 너 때문에 아파해야 해,3
우리는 남보다도 못한 사이가 되기 위해서,3
My Overthinking Over and over,3
