id,album_name,song_name,issue_date,year,lyrics
684,예배인도자 컨퍼런스 2004,나의 안에 거하라 (인도 : 박철순),20050115,2005,"나의 안에 거하라
나는 네 하나님이니
모든 환란 가운데
너를 지키는 자라
두려워 하지말라
내가 널 도와주리라
놀라지말라 네 손
잡아 주리라
내가 너를 지명하여
불렀나니
너는 내 것이라
내 것이라 너의
하나님이라
내가 너를 보배롭고
존귀하게 여기노라
너를 사랑하는 네 여호와라
내가 너를 지명하여
불렀나니
너는 내 것이라
내 것이라 너의
하나님이라
내가 너를 보배롭고
존귀하게 여기노라
너를 사랑하는 네 여호와라
내가 너를 지명하여
불렀나니
너는 내 것이라
내 것이라 너의
하나님이라
내가 너를 보배롭고
존귀하게 여기노라
너를 사랑하는 네 여호와라
내가 너를 지명하여
불렀나니
너는 내 것이라
내 것이라 너의
하나님이라
내가 너를 보배롭고
존귀하게 여기노라
너를 사랑하는 네 여호와라"
685,Breather,Breather,20160129,2016,N/A
686,사랑 (Sarang : Love),바다,20150210,2015,"어디까지 가 있는거니
정말 돌아올 순 없겠니
늘 떠나가고나야
더 간절히 원하게 되는
늦은 후회를 용서해
술에 취해 오던 전화가 끊어지고
없었던 그 때
난 다시 이별인 걸
느꼈던 거야
이젠 끝인 걸 알겠어
지금 만나는 너의 그 사람
어떤 사람인지도
나 알고 있어
세상은 좁은 건가봐
몰라도 좋았을 얘기들은
왜 그리 쉽게 들려오는지
저 바다 끝에 날 다 버리고 갈게
추억없는 내가 될 수 있도록
나 이별보다 더 아픈 이 후회가
지워질 수 있도록
지금 만나는 너의 그 사람
어떤 사람인지도
나 알고 있어
세상은 좁은 건가봐
몰라도 좋았을 얘기들은
왜 그리 쉽게 들려오는지
이 바다 끝에 널 다 버리고 가면
돌아가선 널 잊을 수 있을까
나 차라리 널 죽었다고 생각하면
남은 미련은 없을 수 있을까
저 바다 끝에 날 다 버리고 갈게
추억없는 내가 될 수 있도록
나 이별보다 더 아픈
이 후회가 지워질 수 있도록
그럴 수 있을거야"
687,FIVE TREASURE BOX,Let it go!,20120910,2012,"Let it go my baby
let it go my baby baby
so what so what ready go
상처 난 시간 기억 모두 다 지워봐
All right yeah
가슴에 담은 고독한 너를 꺼내봐
Get ready steady go
아름다웠던 추억의 빛을 느껴봐
Make it happy and free
행복을 향한 너만의 꿈을 바라봐
Nothing gonna stop us
두려움 따윈 즐겨봐
You're free to go
꿈꿔왔었던 Wonderland
더 크게 그려봐
Yeah wish come on say
3 2 1 Are you ready
Let it go
미쳐보자
Now let's go
더욱 뜨겁게
끝까지 뛰어 소리를 높여봐
To the blue sky
Let it go
상관없어 걸어야 할
나만의 꿈은 더 당당하게
가는 거야
Just let it go
Let it go my baby
Let it go my baby
Wanna trouble crazy
Just let it go
Let it go my baby
Wanna trouble crazy why
상상해볼까 눈앞에
펼쳐진 미래를
We can go anywhere
꿈꾸던 세상 터질 것
같은 심장을
Get ready steady go
불빛아래 숨쉬는 나를 기억해
Make it happy and free
어둠은 가고 태양이
나를 비추지
Nothing gonna stop us
단단히 닫힌 가슴을
You're free to go
숨겨진 나를
당당히 세상에 던져봐
Are you ready
Let it go
미쳐보자
Now let's go
더욱 뜨겁게
끝까지 뛰어 소리를 높여봐
Moving on and go
Let it go
상관없어 걸어야 할
나만의 꿈은 더 당당하게
가는 거야
Just let it go
Hey Alright
Ho
oh 자유롭게 날아 올라봐
Always wanna be with
your dream
oh 이 세상에 몸을
맡겨봐 Always
wanna be with your dream
oh baby 지금 이대로
Far away
Far away 미치도록
내 몸을 태워봐
Let it go 미쳐보자
Now let's go 더욱 뜨겁게
끝까지 뛰어 소리를 높여봐
To the blue sky
Let it go 기다려봐 똑바로 봐
우리의 힘으로 더
당당하게 앞질러봐
Just let it go
Let it go my baby
Let it go my baby Wanna
trouble crazy
Just let it go
Let it go my baby Wanna
trouble crazy"
688,"재즈로 듣는 불멸의 팝송 Best Pops In Urban Jazz (추억의 7080 올드 팝 연주 음악, 카페, OST)",Smoke Gets In Your Eyes,20171129,2017,N/A
689,Tune In To,Heavy Heart Blues,20140526,2014,N/A
690,My Life As A Teenage Robot,I Really Loved You,20191023,2019,N/A
691,Honey,テイクミ&#12540;アウト / Take Me Out,20180216,2018,N/A
692,신수용 작곡집 Vol. 1 (그대에게 가는 길),나그네,20120509,2012,N/A
693,High Grade (Feat. Dizzy Wright & Alandon),High Grade (Feat. Dizzy Wright & Alandon),20190417,2019,N/A
694,Dust To Glory (Original Motion Picture Soundtrack),Falling From The Sky,20050329,2005,N/A
695,Open Road,Wide Open Road,20100302,2010,N/A
696,바람의 포옹,바람의 포옹,20150212,2015,N/A
697,POSTMAN,POSTMAN,20150410,2015,N/A
698,Legend Of 2PM,Only One,20130313,2013,"하나사나이 콧치오 무이테
타메라와나이데 코레이죠오
아이세나이 쿠라이 무네가
쿠루시쿠 나루
No 모우 가망가 데키나이
Lady 아이마이사와 츠미다요
키라이나라 오모이키리
키즈츠케테 쿠레
호시이모노와 모우
키미다케 다이야모
메이요모 이라나이 나이
나리타이노와 키미노
Only One
다레요리 키미오 아이스 혼키데
Only One
키미나시쟈 히루모 요루모
무나시쿠 스기루 코미아게루
아츠이 오모이 오토오
타테테이루요
So 오모우 타비 세츠나이
Crazy 아이시스기타 하츠다네
소노 에가오 히카리요리
마부시이 사사루
아라와세나이 코노 키모치와
요아케모 야미모 코에테
You
타도리츠이타 보쿠노
Only One
키미코소 보쿠노 스베테
잇쇼우노
Only One
히로이 세카이 키미니 데아에타
키세키 아후레루 오모이
One And Only
키미노 소바니 즛토 이타이
사이고노
Love I Can't See Nobody Baby
도우시타라 키미니
토도쿠다로우
히토리데 캉가에테 이루요
노조무나라
이마 스구 톤데 이쿠요
I Give You All My Love Sho
No 모우 가망가 데키나이
Lady 아이마이사와 츠미다요
키라이나라 오모이키리
키즈츠케테 쿠레
호시이모노와 모우
키미다케 다이야모
메이요모 이라나이 나이
나리타이노와 키미노
Only One
다레요리 키미오 아이스 혼키데
Only One"
699,Settle (Special Edition),Latch (Feat. Sam Smith),20131218,2013,"You left my heart out
When the rest of me is down
You you enchanted me
even when you are not around
If there are boundaries I will try to knock them down
I'm latching on they
Now I know what I have found
I feel you close enough
I wanna latch in your love
I think we're close enough
Cuz I latch when you're mine
Now I got you in my space
I won't let go with you
What you shackle in my embrace
I'm latching on you
Now I got you in my space
I won't let go with you
What you shackle in my embrace
I'm latching on you
I'm so encaptured got me wrapped up in your touch
Feel so enamored hold me tighter then your clutch
How do you do it you got me losing every breath
Why did you give me to make my heart bleed out my chest
I feel you close enough
I wanna latch in your love
I think we're close enough
Could I latch in your love baby
I feel we're close enough
I wanna latch in your love
I think we're close enough
Could I latch in your love baby
Now I got you in my space
I won't let go with you
What you shackled in my embrace
I'm latching on you
Now I got you in my space
I won't let go with you
What you shackled in my embrace
I'm latching on you
latching on you
I won't let go with you
latching on you
I won't let go with you
I won't let go I won't let go"
700,뱀파이어와의 인터뷰 OST,Lestat`s Tarantella,19941213,1994,N/A
